WBGene00000001,ENSP00000379855
WBGene00015742,ENSP00000222307
WBGene00015743,ENSP00000233099
WBGene00015743,ENSP00000374611
WBGene00015744,ENSP00000229903
WBGene00015746,ENSP00000379938
WBGene00015752,ENSP00000286091
WBGene00015754,ENSP00000362640
WBGene00015754,ENSP00000369274
WBGene00015776,ENSP00000357625
WBGene00015778,ENSP00000245206
WBGene00015779,ENSP00000399751
WBGene00015783,ENSP00000317721
WBGene00015789,ENSP00000258301
WBGene00015793,ENSP00000364902
WBGene00015800,ENSP00000327349
WBGene00015801,ENSP00000264080
WBGene00015802,ENSP00000264170
WBGene00015806,ENSP00000349823
WBGene00015809,ENSP00000310042
WBGene00015810,ENSP00000276689
WBGene00015811,ENSP00000353246
WBGene00015813,ENSP00000245838
WBGene00015814,ENSP00000357838
WBGene00015815,ENSP00000365477
WBGene00015866,ENSP00000379397
WBGene00015915,ENSP00000337196
WBGene00015916,ENSP00000360332
WBGene00015920,ENSP00000262832
WBGene00015927,ENSP00000380308
WBGene00015928,ENSP00000365760
WBGene00015939,ENSP00000320349
WBGene00015941,ENSP00000236051
WBGene00015942,ENSP00000296327
WBGene00015943,ENSP00000401371
WBGene00015955,ENSP00000254806
WBGene00015978,ENSP00000402616
WBGene00016005,ENSP00000389224
WBGene00016011,ENSP00000254878
WBGene00016014,ENSP00000374387
WBGene00016019,ENSP00000339404
WBGene00016020,ENSP00000405795
WBGene00016030,ENSP00000359928
WBGene00016034,ENSP00000371517
WBGene00016046,ENSP00000346403
WBGene00016057,ENSP00000361923
WBGene00016061,ENSP00000278060
WBGene00016062,ENSP00000387180
WBGene00016073,ENSP00000258772
WBGene00016074,ENSP00000307143
WBGene00016103,ENSP00000359211
WBGene00016106,ENSP00000322730
WBGene00016112,ENSP00000230048
WBGene00016113,ENSP00000271764
WBGene00016117,ENSP00000350854
WBGene00016118,ENSP00000418354
WBGene00016124,ENSP00000414906
WBGene00016128,ENSP00000379267
WBGene00016139,ENSP00000273064
WBGene00016140,ENSP00000228347
WBGene00016140,ENSP00000370625
WBGene00016142,ENSP00000398536
WBGene00016144,ENSP00000266839
WBGene00016145,ENSP00000222511
WBGene00016150,ENSP00000229633
WBGene00016151,ENSP00000354957
WBGene00016158,ENSP00000369217
WBGene00016159,ENSP00000367880
WBGene00016165,ENSP00000384290
WBGene00016166,ENSP00000401191
WBGene00016167,ENSP00000290330
WBGene00016170,ENSP00000186436
WBGene00016171,ENSP00000246505
WBGene00016173,ENSP00000254108
WBGene00016174,ENSP00000238936
WBGene00016188,ENSP00000272427
WBGene00016192,ENSP00000261822
WBGene00016194,ENSP00000377344
WBGene00016197,ENSP00000378332
WBGene00016197,ENSP00000415638
WBGene00016200,ENSP00000252268
WBGene00016201,ENSP00000281525
WBGene00016207,ENSP00000261304
WBGene00016209,ENSP00000297534
WBGene00016235,ENSP00000345528
WBGene00016238,ENSP00000315702
WBGene00016244,ENSP00000360104
WBGene00016245,ENSP00000339090
WBGene00016249,ENSP00000223324
WBGene00016250,ENSP00000390499
WBGene00016258,ENSP00000290949
WBGene00016260,ENSP00000413094
WBGene00016261,ENSP00000357973
WBGene00016265,ENSP00000309818
WBGene00016266,ENSP00000217901
WBGene00016278,ENSP00000262455
WBGene00016292,ENSP00000390106
WBGene00016311,ENSP00000254624
WBGene00016313,ENSP00000305899
WBGene00016314,ENSP00000370231
WBGene00016316,ENSP00000337443
WBGene00016321,ENSP00000317595
WBGene00016323,ENSP00000296215
WBGene00016325,ENSP00000357278
WBGene00016326,ENSP00000361992
WBGene00016328,ENSP00000341187
WBGene00016331,ENSP00000412733
WBGene00016333,ENSP00000378408
WBGene00016341,ENSP00000303584
WBGene00016344,ENSP00000365630
WBGene00016352,ENSP00000273980
WBGene00016374,ENSP00000296490
WBGene00016376,ENSP00000342100
WBGene00016383,ENSP00000332013
WBGene00016384,ENSP00000295887
WBGene00016390,ENSP00000231238
WBGene00016391,ENSP00000353826
WBGene00016392,ENSP00000264932
WBGene00016395,ENSP00000233025
WBGene00016397,ENSP00000310593
WBGene00016400,ENSP00000305654
WBGene00016405,ENSP00000261312
WBGene00016406,ENSP00000390979
WBGene00016407,ENSP00000293218
WBGene00016408,ENSP00000319169
WBGene00016411,ENSP00000308332
WBGene00016412,ENSP00000369682
WBGene00016415,ENSP00000256183
WBGene00016415,ENSP00000358551
WBGene00016415,ENSP00000377293
WBGene00016418,ENSP00000321737
WBGene00016438,ENSP00000402581
WBGene00016439,ENSP00000256545
WBGene00016440,ENSP00000376751
WBGene00016442,ENSP00000380688
WBGene00016446,ENSP00000367563
WBGene00016448,ENSP00000303257
WBGene00016452,ENSP00000219400
WBGene00016469,ENSP00000270281
WBGene00016490,ENSP00000363135
WBGene00016492,ENSP00000396123
WBGene00016493,ENSP00000322419
WBGene00016496,ENSP00000216554
WBGene00016500,ENSP00000368691
WBGene00016504,ENSP00000328325
WBGene00016507,ENSP00000216327
WBGene00016508,ENSP00000360412
WBGene00016509,ENSP00000355493
WBGene00016524,ENSP00000263985
WBGene00016539,ENSP00000412124
WBGene00016540,ENSP00000335615
WBGene00016562,ENSP00000387195
WBGene00016567,ENSP00000330433
WBGene00016580,ENSP00000228705
WBGene00016582,ENSP00000397879
WBGene00016583,ENSP00000309092
WBGene00016588,ENSP00000397818
WBGene00016591,ENSP00000379201
WBGene00016592,ENSP00000276461
WBGene00016600,ENSP00000295727
WBGene00016601,ENSP00000262710
WBGene00016602,ENSP00000307853
WBGene00016606,ENSP00000334100
WBGene00016607,ENSP00000254940
WBGene00016608,ENSP00000297135
WBGene00016609,ENSP00000357863
WBGene00016610,ENSP00000349616
WBGene00016611,ENSP00000281474
WBGene00016614,ENSP00000371544
WBGene00016616,ENSP00000376800
WBGene00016620,ENSP00000359891
WBGene00016621,ENSP00000417677
WBGene00016622,ENSP00000318604
WBGene00016623,ENSP00000261817
WBGene00016624,ENSP00000221419
WBGene00016626,ENSP00000357585
WBGene00016629,ENSP00000275428
WBGene00016632,ENSP00000398744
WBGene00016633,ENSP00000342805
WBGene00016642,ENSP00000324821
WBGene00016643,ENSP00000358126
WBGene00016650,ENSP00000364416
WBGene00016653,ENSP00000260956
WBGene00016654,ENSP00000239690
WBGene00016655,ENSP00000400668
WBGene00016674,ENSP00000265720
WBGene00016678,ENSP00000225525
WBGene00016704,ENSP00000244289
WBGene00016716,ENSP00000361149
WBGene00016726,ENSP00000345436
WBGene00016735,ENSP00000257209
WBGene00016740,ENSP00000326981
WBGene00016741,ENSP00000331720
WBGene00016744,ENSP00000242067
WBGene00016747,ENSP00000255262
WBGene00016750,ENSP00000334564
WBGene00016751,ENSP00000312506
WBGene00016754,ENSP00000284000
WBGene00016761,ENSP00000303522
WBGene00016768,ENSP00000360317
WBGene00016790,ENSP00000266604
WBGene00016806,ENSP00000384278
WBGene00016808,ENSP00000233468
WBGene00016810,ENSP00000312250
WBGene00016811,ENSP00000240304
WBGene00016812,ENSP00000290429
WBGene00016837,ENSP00000351137
WBGene00016844,ENSP00000419325
WBGene00016846,ENSP00000384197
WBGene00016849,ENSP00000320646
WBGene00016860,ENSP00000324648
WBGene00016866,ENSP00000403925
WBGene00016867,ENSP00000283206
WBGene00016867,ENSP00000374484
WBGene00016868,ENSP00000265773
WBGene00016868,ENSP00000350720
WBGene00016871,ENSP00000301738
WBGene00016879,ENSP00000366275
WBGene00016879,ENSP00000402831
WBGene00016889,ENSP00000328524
WBGene00016892,ENSP00000330918
WBGene00016902,ENSP00000344331
WBGene00016906,ENSP00000248923
WBGene00016907,ENSP00000265245
WBGene00016913,ENSP00000258341
WBGene00016913,ENSP00000347156
WBGene00016913,ENSP00000374309
WBGene00016918,ENSP00000349677
WBGene00016920,ENSP00000216075
WBGene00016934,ENSP00000324944
WBGene00016935,ENSP00000314444
WBGene00016937,ENSP00000419494
WBGene00016939,ENSP00000418001
WBGene00016957,ENSP00000236959
WBGene00016960,ENSP00000327650
WBGene00016961,ENSP00000217402
WBGene00016964,ENSP00000409231
WBGene00016965,ENSP00000353094
WBGene00016966,ENSP00000279146
WBGene00016968,ENSP00000282041
WBGene00016981,ENSP00000391398
WBGene00016983,ENSP00000346927
WBGene00016987,ENSP00000354717
WBGene00016989,ENSP00000308717
WBGene00016990,ENSP00000267202
WBGene00016992,ENSP00000304593
WBGene00016995,ENSP00000386040
WBGene00017003,ENSP00000326063
WBGene00017004,ENSP00000392558
WBGene00017010,ENSP00000364397
WBGene00017011,ENSP00000410708
WBGene00017014,ENSP00000324323
WBGene00017016,ENSP00000263354
WBGene00017025,ENSP00000348984
WBGene00017033,ENSP00000379876
WBGene00017037,ENSP00000403396
WBGene00017044,ENSP00000356001
WBGene00017046,ENSP00000367203
WBGene00017051,ENSP00000328938
WBGene00017062,ENSP00000330836
WBGene00017063,ENSP00000308957
WBGene00017064,ENSP00000349124
WBGene00017066,ENSP00000363463
WBGene00017070,ENSP00000273258
WBGene00017071,ENSP00000417515
WBGene00017075,ENSP00000376947
WBGene00017082,ENSP00000386161
WBGene00017084,ENSP00000359258
WBGene00017085,ENSP00000314491
WBGene00017086,ENSP00000360464
WBGene00017087,ENSP00000256538
WBGene00017088,ENSP00000257787
WBGene00017089,ENSP00000222572
WBGene00017103,ENSP00000264162
WBGene00017119,ENSP00000365766
WBGene00017121,ENSP00000307786
WBGene00017122,ENSP00000337946
WBGene00017125,ENSP00000349297
WBGene00017136,ENSP00000360905
WBGene00017137,ENSP00000364204
WBGene00017144,ENSP00000330813
WBGene00017158,ENSP00000388053
WBGene00017159,ENSP00000411302
WBGene00017161,ENSP00000262477
WBGene00017162,ENSP00000310723
WBGene00017163,ENSP00000273075
WBGene00017164,ENSP00000300682
WBGene00017169,ENSP00000273308
WBGene00017174,ENSP00000304500
WBGene00017174,ENSP00000342481
WBGene00017178,ENSP00000375873
WBGene00017217,ENSP00000263245
WBGene00017237,ENSP00000216367
WBGene00017238,ENSP00000363129
WBGene00017241,ENSP00000390968
WBGene00017244,ENSP00000307674
WBGene00017245,ENSP00000342181
WBGene00017261,ENSP00000265276
WBGene00017262,ENSP00000317255
WBGene00017268,ENSP00000287936
WBGene00017269,ENSP00000306999
WBGene00017272,ENSP00000406816
WBGene00017273,ENSP00000225724
WBGene00017280,ENSP00000386864
WBGene00017282,ENSP00000417764
WBGene00017283,ENSP00000416583
WBGene00017284,ENSP00000323377
WBGene00017286,ENSP00000333551
WBGene00017289,ENSP00000292114
WBGene00017293,ENSP00000261758
WBGene00017298,ENSP00000361493
WBGene00017300,ENSP00000228347
WBGene00017300,ENSP00000370625
WBGene00017301,ENSP00000352706
WBGene00017304,ENSP00000292566
WBGene00017311,ENSP00000353698
WBGene00017313,ENSP00000298875
WBGene00017316,ENSP00000386293
WBGene00017319,ENSP00000258455
WBGene00017328,ENSP00000300128
WBGene00017339,ENSP00000332646
WBGene00017342,ENSP00000358815
WBGene00017347,ENSP00000364320
WBGene00017349,ENSP00000394015
WBGene00017350,ENSP00000377112
WBGene00017357,ENSP00000381392
WBGene00017360,ENSP00000256151
WBGene00017373,ENSP00000393478
WBGene00017381,ENSP00000356899
WBGene00017389,ENSP00000387756
WBGene00017435,ENSP00000308179
WBGene00017440,ENSP00000324343
WBGene00017442,ENSP00000254663
WBGene00017449,ENSP00000332528
WBGene00017472,ENSP00000347009
WBGene00017480,ENSP00000367770
WBGene00017530,ENSP00000381566
WBGene00017534,ENSP00000326411
WBGene00017546,ENSP00000254719
WBGene00017547,ENSP00000369339
WBGene00017557,ENSP00000364028
WBGene00017574,ENSP00000386385
WBGene00017605,ENSP00000310448
WBGene00017608,ENSP00000398208
WBGene00017640,ENSP00000382120
WBGene00017643,ENSP00000200135
WBGene00017646,ENSP00000268676
WBGene00017673,ENSP00000343552
WBGene00017676,ENSP00000312615
WBGene00017683,ENSP00000264515
WBGene00017686,ENSP00000365220
WBGene00017687,ENSP00000363149
WBGene00017696,ENSP00000241436
WBGene00017699,ENSP00000285071
WBGene00017702,ENSP00000319279
WBGene00017719,ENSP00000355467
WBGene00017723,ENSP00000309096
WBGene00017724,ENSP00000398105
WBGene00017733,ENSP00000294119
WBGene00017734,ENSP00000346173
WBGene00017738,ENSP00000261881
WBGene00017746,ENSP00000360132
WBGene00017759,ENSP00000377446
WBGene00017763,ENSP00000368140
WBGene00017765,ENSP00000273588
WBGene00017766,ENSP00000351789
WBGene00017768,ENSP00000348010
WBGene00017769,ENSP00000358414
WBGene00017771,ENSP00000299736
WBGene00017775,ENSP00000242210
WBGene00017776,ENSP00000350558
WBGene00017777,ENSP00000362344
WBGene00017778,ENSP00000349748
WBGene00017781,ENSP00000217455
WBGene00017797,ENSP00000245934
WBGene00017799,ENSP00000267884
WBGene00017812,ENSP00000377470
WBGene00017812,ENSP00000394239
WBGene00017816,ENSP00000365458
WBGene00017818,ENSP00000403290
WBGene00017825,ENSP00000265857
WBGene00017826,ENSP00000337446
WBGene00017830,ENSP00000415536
WBGene00017831,ENSP00000303518
WBGene00017837,ENSP00000251143
WBGene00017852,ENSP00000363329
WBGene00017855,ENSP00000367364
WBGene00017864,ENSP00000365462
WBGene00017866,ENSP00000311837
WBGene00017867,ENSP00000365413
WBGene00017874,ENSP00000281182
WBGene00017882,ENSP00000280886
WBGene00017882,ENSP00000301180
WBGene00017882,ENSP00000323633
WBGene00017888,ENSP00000285518
WBGene00017891,ENSP00000303192
WBGene00017895,ENSP00000216639
WBGene00017904,ENSP00000349571
WBGene00017909,ENSP00000219207
WBGene00017914,ENSP00000263655
WBGene00017916,ENSP00000258169
WBGene00017919,ENSP00000357830
WBGene00017924,ENSP00000312395
WBGene00017928,ENSP00000390011
WBGene00017929,ENSP00000313890
WBGene00017934,ENSP00000396445
WBGene00017951,ENSP00000401721
WBGene00017954,ENSP00000378213
WBGene00017973,ENSP00000242591
WBGene00017974,ENSP00000309457
WBGene00017981,ENSP00000349356
WBGene00017983,ENSP00000322300
WBGene00017984,ENSP00000259727
WBGene00017988,ENSP00000336752
WBGene00017989,ENSP00000371101
WBGene00017997,ENSP00000315017
WBGene00017999,ENSP00000248378
WBGene00018007,ENSP00000269349
WBGene00018008,ENSP00000417175
WBGene00018009,ENSP00000345268
WBGene00018011,ENSP00000294952
WBGene00018013,ENSP00000341805
WBGene00018014,ENSP00000402653
WBGene00018015,ENSP00000416290
WBGene00018017,ENSP00000416097
WBGene00018023,ENSP00000379078
WBGene00018023,ENSP00000382886
WBGene00018023,ENSP00000388483
WBGene00018023,ENSP00000397323
WBGene00018023,ENSP00000398286
WBGene00018023,ENSP00000408583
WBGene00018023,ENSP00000414377
WBGene00018036,ENSP00000360918
WBGene00018037,ENSP00000369988
WBGene00018042,ENSP00000389998
WBGene00018044,ENSP00000294543
WBGene00018064,ENSP00000356405
WBGene00018071,ENSP00000337393
WBGene00018072,ENSP00000385495
WBGene00018074,ENSP00000418778
WBGene00018074,ENSP00000420182
WBGene00018075,ENSP00000362751
WBGene00018076,ENSP00000357869
WBGene00018088,ENSP00000351896
WBGene00018090,ENSP00000294923
WBGene00018131,ENSP00000365002
WBGene00018131,ENSP00000372914
WBGene00018131,ENSP00000389155
WBGene00018131,ENSP00000405428
WBGene00018131,ENSP00000406965
WBGene00018131,ENSP00000407727
WBGene00018131,ENSP00000416404
WBGene00018132,ENSP00000419270
WBGene00018146,ENSP00000359607
WBGene00018149,ENSP00000262962
WBGene00018150,ENSP00000278903
WBGene00018154,ENSP00000368984
WBGene00018156,ENSP00000364289
WBGene00018159,ENSP00000282999
WBGene00018160,ENSP00000264689
WBGene00018161,ENSP00000379173
WBGene00018174,ENSP00000371261
WBGene00018175,ENSP00000343452
WBGene00018181,ENSP00000352876
WBGene00018184,ENSP00000318869
WBGene00018187,ENSP00000321058
WBGene00018213,ENSP00000006526
WBGene00018214,ENSP00000227135
WBGene00018218,ENSP00000261313
WBGene00018226,ENSP00000343398
WBGene00018238,ENSP00000240922
WBGene00018239,ENSP00000231668
WBGene00018240,ENSP00000417651
WBGene00018270,ENSP00000229314
WBGene00018271,ENSP00000361562
WBGene00018281,ENSP00000248929
WBGene00018285,ENSP00000407834
WBGene00018286,ENSP00000368066
WBGene00018290,ENSP00000223500
WBGene00018294,ENSP00000288828
WBGene00018304,ENSP00000368678
WBGene00018307,ENSP00000296218
WBGene00018317,ENSP00000365624
WBGene00018319,ENSP00000398566
WBGene00018321,ENSP00000296473
WBGene00018328,ENSP00000278483
WBGene00018330,ENSP00000288221
WBGene00018339,ENSP00000411471
WBGene00018340,ENSP00000013222
WBGene00018350,ENSP00000396862
WBGene00018357,ENSP00000244051
WBGene00018362,ENSP00000342778
WBGene00018364,ENSP00000297056
WBGene00018367,ENSP00000393348
WBGene00018371,ENSP00000252137
WBGene00018391,ENSP00000272645
WBGene00018393,ENSP00000313921
WBGene00018395,ENSP00000303222
WBGene00018398,ENSP00000216484
WBGene00018408,ENSP00000258081
WBGene00018409,ENSP00000408295
WBGene00018419,ENSP00000277598
WBGene00018423,ENSP00000228506
WBGene00018424,ENSP00000330918
WBGene00018426,ENSP00000265986
WBGene00018467,ENSP00000263246
WBGene00018474,ENSP00000370204
WBGene00018475,ENSP00000356363
WBGene00018481,ENSP00000381220
WBGene00018488,ENSP00000401831
WBGene00018491,ENSP00000233114
WBGene00018508,ENSP00000304750
WBGene00018508,ENSP00000396470
WBGene00018512,ENSP00000283351
WBGene00018514,ENSP00000309595
WBGene00018516,ENSP00000314499
WBGene00018519,ENSP00000221476
WBGene00018520,ENSP00000321556
WBGene00018520,ENSP00000408464
WBGene00018533,ENSP00000356574
WBGene00018546,ENSP00000363587
WBGene00018564,ENSP00000316496
WBGene00018586,ENSP00000379457
WBGene00018593,ENSP00000259963
WBGene00018604,ENSP00000259253
WBGene00018604,ENSP00000365938
WBGene00018609,ENSP00000250454
WBGene00018612,ENSP00000315569
WBGene00018613,ENSP00000311080
WBGene00018625,ENSP00000357928
WBGene00018632,ENSP00000343890
WBGene00018635,ENSP00000232501
WBGene00018639,ENSP00000309794
WBGene00018657,ENSP00000378651
WBGene00018672,ENSP00000386609
WBGene00018674,ENSP00000347581
WBGene00018677,ENSP00000225428
WBGene00018678,ENSP00000337353
WBGene00018679,ENSP00000007390
WBGene00018681,ENSP00000391167
WBGene00018682,ENSP00000326227
WBGene00018682,ENSP00000340466
WBGene00018700,ENSP00000402918
WBGene00018701,ENSP00000419129
WBGene00018703,ENSP00000370695
WBGene00018718,ENSP00000360316
WBGene00018721,ENSP00000361310
WBGene00018723,ENSP00000360803
WBGene00018734,ENSP00000363893
WBGene00018735,ENSP00000361775
WBGene00018737,ENSP00000261296
WBGene00018738,ENSP00000381150
WBGene00018756,ENSP00000264775
WBGene00018757,ENSP00000266069
WBGene00018762,ENSP00000355899
WBGene00018763,ENSP00000316237
WBGene00018765,ENSP00000356820
WBGene00018769,ENSP00000261245
WBGene00018771,ENSP00000317997
WBGene00018771,ENSP00000373691
WBGene00018776,ENSP00000416534
WBGene00018777,ENSP00000391524
WBGene00018782,ENSP00000357244
WBGene00018784,ENSP00000394616
WBGene00018786,ENSP00000401769
WBGene00018793,ENSP00000333401
WBGene00018797,ENSP00000260585
WBGene00018798,ENSP00000226413
WBGene00018819,ENSP00000259748
WBGene00018827,ENSP00000368981
WBGene00018835,ENSP00000363753
WBGene00018836,ENSP00000366179
WBGene00018837,ENSP00000324510
WBGene00018846,ENSP00000236957
WBGene00018847,ENSP00000274140
WBGene00018849,ENSP00000216297
WBGene00018853,ENSP00000417972
WBGene00018857,ENSP00000389932
WBGene00018860,ENSP00000275227
WBGene00018866,ENSP00000257829
WBGene00018869,ENSP00000312837
WBGene00018872,ENSP00000258991
WBGene00018877,ENSP00000395473
WBGene00018890,ENSP00000328690
WBGene00018891,ENSP00000291576
WBGene00018892,ENSP00000339723
WBGene00018893,ENSP00000261015
WBGene00018898,ENSP00000358400
WBGene00018909,ENSP00000251303
WBGene00018909,ENSP00000328940
WBGene00018925,ENSP00000355877
WBGene00018932,ENSP00000373404
WBGene00018934,ENSP00000169551
WBGene00018953,ENSP00000385323
WBGene00018955,ENSP00000248114
WBGene00018961,ENSP00000362036
WBGene00018966,ENSP00000348462
WBGene00018967,ENSP00000262415
WBGene00018967,ENSP00000336741
WBGene00018967,ENSP00000365625
WBGene00018967,ENSP00000373071
WBGene00018967,ENSP00000389862
WBGene00018967,ENSP00000390938
WBGene00018967,ENSP00000393958
WBGene00018967,ENSP00000396193
WBGene00018967,ENSP00000408956
WBGene00018974,ENSP00000373785
WBGene00018976,ENSP00000247170
WBGene00018986,ENSP00000250535
WBGene00018990,ENSP00000366915
WBGene00018991,ENSP00000310572
WBGene00018996,ENSP00000225573
WBGene00018998,ENSP00000392217
WBGene00019003,ENSP00000405926
WBGene00019004,ENSP00000347978
WBGene00019005,ENSP00000274849
WBGene00019006,ENSP00000406061
WBGene00019008,ENSP00000291565
WBGene00019015,ENSP00000368605
WBGene00019018,ENSP00000369399
WBGene00019030,ENSP00000260008
WBGene00019060,ENSP00000348775
WBGene00019061,ENSP00000378995
WBGene00019064,ENSP00000216181
WBGene00019064,ENSP00000226207
WBGene00019064,ENSP00000226209
WBGene00019064,ENSP00000245503
WBGene00019064,ENSP00000252172
WBGene00019064,ENSP00000252173
WBGene00019064,ENSP00000255381
WBGene00019064,ENSP00000262873
WBGene00019064,ENSP00000273353
WBGene00019064,ENSP00000348634
WBGene00019064,ENSP00000353590
WBGene00019064,ENSP00000355048
WBGene00019064,ENSP00000379613
WBGene00019064,ENSP00000406273
WBGene00019076,ENSP00000354525
WBGene00019077,ENSP00000255559
WBGene00019102,ENSP00000361027
WBGene00019120,ENSP00000363879
WBGene00019121,ENSP00000363879
WBGene00019125,ENSP00000240079
WBGene00019126,ENSP00000321546
WBGene00019127,ENSP00000363397
WBGene00019128,ENSP00000352781
WBGene00019162,ENSP00000354722
WBGene00019162,ENSP00000368927
WBGene00019163,ENSP00000301281
WBGene00019166,ENSP00000283684
WBGene00019166,ENSP00000284509
WBGene00019166,ENSP00000357475
WBGene00019166,ENSP00000371084
WBGene00019168,ENSP00000396673
WBGene00019196,ENSP00000322832
WBGene00019205,ENSP00000264930
WBGene00019205,ENSP00000318557
WBGene00019205,ENSP00000387694
WBGene00019205,ENSP00000390199
WBGene00019207,ENSP00000075120
WBGene00019209,ENSP00000420608
WBGene00019211,ENSP00000308318
WBGene00019217,ENSP00000371859
WBGene00019219,ENSP00000247003
WBGene00019220,ENSP00000356989
WBGene00019221,ENSP00000363189
WBGene00019230,ENSP00000321346
WBGene00019240,ENSP00000296412
WBGene00019241,ENSP00000395738
WBGene00019245,ENSP00000330349
WBGene00019246,ENSP00000215587
WBGene00019255,ENSP00000337358
WBGene00019259,ENSP00000218348
WBGene00019264,ENSP00000395147
WBGene00019275,ENSP00000361465
WBGene00019276,ENSP00000239891
WBGene00019277,ENSP00000370839
WBGene00019280,ENSP00000369739
WBGene00019284,ENSP00000238156
WBGene00019289,ENSP00000264930
WBGene00019289,ENSP00000318557
WBGene00019289,ENSP00000387694
WBGene00019289,ENSP00000390199
WBGene00019296,ENSP00000362144
WBGene00019298,ENSP00000354532
WBGene00019299,ENSP00000020945
WBGene00019300,ENSP00000357389
WBGene00019301,ENSP00000216121
WBGene00019305,ENSP00000215730
WBGene00019322,ENSP00000217426
WBGene00019323,ENSP00000305790
WBGene00019326,ENSP00000388658
WBGene00019326,ENSP00000400101
WBGene00019329,ENSP00000359410
WBGene00019333,ENSP00000407202
WBGene00019334,ENSP00000395449
WBGene00019345,ENSP00000306344
WBGene00019360,ENSP00000306726
WBGene00019365,ENSP00000355428
WBGene00019394,ENSP00000384776
WBGene00019395,ENSP00000261588
WBGene00019399,ENSP00000351631
WBGene00019401,ENSP00000302321
WBGene00019402,ENSP00000236273
WBGene00019403,ENSP00000384491
WBGene00019404,ENSP00000311224
WBGene00019407,ENSP00000274507
WBGene00019424,ENSP00000201031
WBGene00019428,ENSP00000412178
WBGene00019433,ENSP00000357873
WBGene00019434,ENSP00000383599
WBGene00019457,ENSP00000321617
WBGene00019460,ENSP00000370748
WBGene00019464,ENSP00000406674
WBGene00019465,ENSP00000355964
WBGene00019467,ENSP00000354645
WBGene00019478,ENSP00000262768
WBGene00019481,ENSP00000255468
WBGene00019487,ENSP00000264051
WBGene00019492,ENSP00000216605
WBGene00019492,ENSP00000356290
WBGene00019493,ENSP00000327214
WBGene00019493,ENSP00000339182
WBGene00019493,ENSP00000416508
WBGene00019498,ENSP00000323288
WBGene00019503,ENSP00000355560
WBGene00019504,ENSP00000356105
WBGene00019505,ENSP00000417763
WBGene00019510,ENSP00000318195
WBGene00019522,ENSP00000300605
WBGene00019535,ENSP00000397402
WBGene00019536,ENSP00000218340
WBGene00019537,ENSP00000345633
WBGene00019537,ENSP00000410769
WBGene00019540,ENSP00000252996
WBGene00019543,ENSP00000319910
WBGene00019544,ENSP00000351132
WBGene00019595,ENSP00000322180
WBGene00019599,ENSP00000389813
WBGene00019604,ENSP00000330918
WBGene00019607,ENSP00000222190
WBGene00019615,ENSP00000354919
WBGene00019620,ENSP00000385080
WBGene00019624,ENSP00000396839
WBGene00019627,ENSP00000263208
WBGene00019629,ENSP00000365130
WBGene00019643,ENSP00000363414
WBGene00019656,ENSP00000328403
WBGene00019657,ENSP00000216080
WBGene00019658,ENSP00000358149
WBGene00019664,ENSP00000397663
WBGene00019673,ENSP00000244137
WBGene00019678,ENSP00000338862
WBGene00019679,ENSP00000264597
WBGene00019682,ENSP00000230582
WBGene00019693,ENSP00000237530
WBGene00019698,ENSP00000369162
WBGene00019711,ENSP00000355050
WBGene00019716,ENSP00000404991
WBGene00019725,ENSP00000359224
WBGene00019726,ENSP00000402299
WBGene00019730,ENSP00000377846
WBGene00019747,ENSP00000327104
WBGene00019748,ENSP00000353010
WBGene00019760,ENSP00000420381
WBGene00019762,ENSP00000366557
WBGene00019766,ENSP00000398661
WBGene00019767,ENSP00000363015
WBGene00019770,ENSP00000362807
WBGene00019771,ENSP00000341171
WBGene00019778,ENSP00000382341
WBGene00019800,ENSP00000265304
WBGene00019806,ENSP00000300658
WBGene00019807,ENSP00000399504
WBGene00019808,ENSP00000414002
WBGene00019813,ENSP00000353243
WBGene00019819,ENSP00000377040
WBGene00019820,ENSP00000305459
WBGene00019821,ENSP00000265963
WBGene00019822,ENSP00000261191
WBGene00019823,ENSP00000303423
WBGene00019825,ENSP00000361331
WBGene00019827,ENSP00000258418
WBGene00019828,ENSP00000341346
WBGene00019831,ENSP00000237654
WBGene00019832,ENSP00000263674
WBGene00019838,ENSP00000301585
WBGene00019867,ENSP00000264595
WBGene00019875,ENSP00000343886
WBGene00019875,ENSP00000350310
WBGene00019875,ENSP00000353414
WBGene00019875,ENSP00000392043
WBGene00019876,ENSP00000264331
WBGene00019877,ENSP00000346500
WBGene00019888,ENSP00000278174
WBGene00019890,ENSP00000360124
WBGene00019893,ENSP00000221566
WBGene00019898,ENSP00000343497
WBGene00019899,ENSP00000265191
WBGene00019900,ENSP00000361635
WBGene00019902,ENSP00000264400
WBGene00019911,ENSP00000291041
WBGene00019915,ENSP00000384996
WBGene00019935,ENSP00000321627
WBGene00019937,ENSP00000367939
WBGene00019940,ENSP00000356448
WBGene00019941,ENSP00000409537
WBGene00019944,ENSP00000370724
WBGene00019946,ENSP00000359067
WBGene00019947,ENSP00000296417
WBGene00019953,ENSP00000345162
WBGene00019967,ENSP00000360247
WBGene00019983,ENSP00000351646
WBGene00019993,ENSP00000273480
WBGene00019994,ENSP00000299441
WBGene00019996,ENSP00000349052
WBGene00020007,ENSP00000401574
WBGene00020018,ENSP00000356782
WBGene00020022,ENSP00000370737
WBGene00020026,ENSP00000311842
WBGene00020030,ENSP00000209884
WBGene00020037,ENSP00000382250
WBGene00020038,ENSP00000247020
