uniprot_id_cele	uniprot_id_hsap
Q19231	Q5VXM1
Q19230	Q5VXM1
Q19229	Q5VXM1
C7FZU5	P30536
C7FZU5	Q5TGU0
Q9GUM7	Q6PUV4
Q9GUM7	O14810
Q22757	Q9P0R6
Q9XU41	Q9P0R6
O17883	P49675
Q19936	O15432
O62258	Q8N9M1
P91989	Q9NRP4
Q18991	Q9H0Y0
Q9XTU1	Q8IV42
Q9XXI1	Q9H8X2
O45601	Q8NGA1
O45601	Q8NGJ9
O45601	Q8NGS0
O45601	P30953
O45601	Q8NHA8
O45601	Q8NGS3
O45601	Q96RA2
O45601	O43749
O45601	Q8NGS1
O45601	P47887
O45601	Q8NGQ3
O45601	Q8NH92
O45601	Q8NGS2
O45601	Q8NGR9
O45601	P47890
O45601	Q8NG98
O45601	O60431
O45601	Q8NH06
O45601	O14581
O45601	Q15622
O45601	Q15619
O45601	Q96R84
O45601	O76099
O45601	Q8NGR2
O45601	O60412
O45601	Q8NGR5
O45601	P34982
O45601	O76100
O45601	Q8NGA2
O45601	Q8NH94
O45601	Q8NH93
O45601	Q8WZA6
O45601	Q8NG95
O45601	Q8NG99
O45601	A6NGY5
O45601	Q8NGR8
O45601	Q6IFN5
O45601	Q8NGR3
O45601	Q9P1Q5
O45601	H7BY17
O45601	Q8NH61
O45601	P47884
O45601	P58170
O45601	Q8NH68
O45601	Q8NGA0
O45601	Q8NGK0
O45601	Q9UGF6
O45601	Q15612
O45601	Q9Y585
O45601	Q15614
O45601	Q15620
O45601	Q8NGK1
O45601	Q8NGE5
O45601	Q15617
O45601	Q96KK4
O45601	Q9H210
O45601	Q8NGT7
O45601	Q8NG78
O45601	Q8WZ84
O45601	Q8NGF4
O45601	Q8NGX8
O45601	Q8NGG6
O45601	Q8NGM9
O45601	Q8NGJ5
O45601	P47888
O45601	A6NCV1
O45601	Q8NGX6
O45601	P0C626
O45601	Q8NGH3
O45601	Q8NGZ4
O45601	Q8NGJ6
O45601	Q96R48
O45601	Q8N146
O45601	Q9H341
O45601	Q9H2C8
O45601	A4D2G3
O45601	P0C7N1
O45601	Q9H255
O45601	Q9H344
O45601	Q8NGT9
O45601	Q8NGX0
O45601	Q8NGG8
O45601	Q5TZ20
O45601	Q8NGG7
O45601	Q8NGT2
O45601	Q6IF42
O45601	Q8NGE2
O45601	Q9GZM6
O45601	Q8N628
O45601	Q8NGL2
O45601	Q13607
O45601	P59922
O45601	Q5JQS5
O45601	Q8NGC2
O45601	Q8NGQ4
O45601	Q8NGY1
O45601	Q8NH10
O45601	Q8NH59
O45601	Q8TCB6
O45601	Q8NGN6
O45601	Q8NGY5
O45601	Q8N127
O45601	P0C7N5
O45601	Q8NGN3
O45601	Q9Y3N9
O45601	Q8NGJ7
O45601	Q8NGC0
O45601	Q8NGF8
O45601	Q8NH73
O45601	P47881
O45601	Q96R47
O45601	Q9H339
O45601	Q8NGL1
O45601	Q8NGR1
O45601	Q8NGL0
O45601	Q8NGN2
O45601	Q8NHB7
O45601	Q9UGF7
O45601	O95006
O45601	Q96RD0
O45601	A6NL08
O45601	Q7Z3T1
O45601	Q8NGE1
O45601	Q9H343
O45601	Q8NGN0
O45601	Q9GZK3
O45601	Q8NH69
O45601	Q8NH74
O45601	P47893
O45601	Q8NGS4
O45601	Q8NGD2
O45601	Q8NGK9
O45601	Q8NGR6
O45601	A6NM76
O45601	O95918
O45601	P58173
O45601	P58181
O45601	Q8NGI8
O45601	Q8NGZ3
O45601	P0C623
O45601	Q8NGJ0
O45601	Q8NGN4
O45601	Q8NGP6
O45601	Q8NGQ1
O45601	Q9H207
O45601	Q9NZP0
O45601	A6NDL8
O45601	Q8NGQ5
O45601	Q9H209
O45601	Q8NH50
O45601	Q8NH81
O45601	Q9Y5P1
O45601	P0C645
O45601	Q8NGY6
O45601	Q15615
O45601	Q8NGD0
O45601	Q8NGK4
O45601	Q8NGK5
O45601	Q9H340
O45601	Q8NGC1
O45601	Q8NGG5
O45601	Q8NGI7
O45601	Q8NGS5
O45601	Q96RC9
O45601	Q8NH63
O45601	Q8NGD4
O45601	Q8NHB8
O45601	Q9NZP2
O45601	O95222
O45601	Q8NGX3
O45601	Q8NGD3
O45601	Q8NH85
O45601	Q8NGJ4
O45601	P30954
O45601	Q8NGV5
O45601	Q96R72
O45601	Q96RD1
O45601	Q9GZK4
O45601	Q9NQN1
O45601	A6NHA9
O45601	Q8NGN5
O45601	Q8NH51
O45601	Q8NGK3
O45601	Q8NGF3
O45601	O95007
O45601	Q8N0Y5
O45601	P58182
O45601	Q8NGC9
O45601	Q8NGC7
O45601	Q8NGM1
O45601	Q8NH05
O45601	Q8NGB6
O45601	Q8NGC3
O45601	Q8NH57
O45601	Q8NH60
O45601	Q8NGP3
O45601	Q8WZ92
O45601	Q8NGY3
O45601	Q8NGW1
O45601	Q8NH21
O45601	Q96R69
O45601	Q8NH64
O45601	Q8NGA6
O45601	Q8NGE9
O45601	Q8NGI4
O45601	Q8NGL6
O45601	Q8NGD5
O45601	Q8NGL4
O45601	Q8NH72
O45601	Q8NH80
O45601	Q8NGN7
O45601	A6NJZ3
O45601	Q6IEV9
O45601	Q8NGG1
O45601	Q8NGX5
O45601	A6NIJ9
O45601	Q8NH41
O45601	Q8NGA8
O45601	Q8NH43
O45601	Q9Y4A9
O45601	Q8NGE8
O45601	Q9GZK7
O45601	Q8NG92
O45601	Q8NGQ6
O45601	Q8NHC4
O45601	A6NF89
O45601	Q8NGX9
O45601	Q8NH37
O45601	Q9H346
O45601	Q8NGV7
O45601	O60403
O45601	Q8NH53
O45601	Q6IF99
O45601	Q8IXE1
O45601	Q8NGZ6
O45601	Q9NZP5
O45601	O95371
O45601	Q8NGH9
O45601	Q96R67
O45601	Q8NGZ5
O45601	Q8NH79
O45601	Q8NGI2
O45601	A6NMS3
O45601	Q8NGL7
O45601	Q96R45
O45601	Q6IF82
O45601	Q8NGL3
O45601	Q8NGH7
O45601	Q8NGC5
O45601	Q8NGN1
O45601	Q6IFG1
O45601	Q8NGB2
O45601	O95047
O45601	Q8NGC6
O45601	Q96RD2
O45601	P0C628
O45601	P58180
O45601	Q8NGP0
O45601	Q8NGQ2
O45601	Q8NGF1
O45601	Q8NGJ2
O45601	Q8NH40
O45601	Q8N148
O45601	Q9H2C5
O45601	Q8NGI0
O45601	Q8NH55
O45601	A6NET4
O45601	Q8NGB4
O45601	Q8NGF6
O45601	Q8NGF9
O45601	Q8NGN8
O45601	Q8NGY0
O45601	Q8NGI6
O45601	Q8NGC8
O45601	Q8NGJ1
O45601	Q8N0Y3
O45601	Q8NH56
O45601	Q8NGL9
O45601	P47883
O45601	Q8NGB8
O45601	Q8NGW6
O45601	Q8NGY2
O45601	Q8NGH6
O45601	Q96RD3
O45601	Q8NGE0
O45601	Q9UKL2
O45601	Q8NH49
O45601	Q6IEY1
O45601	Q8NH09
O45601	Q9Y5P0
O45601	A6NND4
O45601	Q8NGF0
O45601	B2RN74
O45601	Q8NH83
O45601	O60404
O45601	Q8NGA5
O45601	P0C646
O45601	Q8NH07
O45601	Q8NGJ3
O45601	Q8NG94
O45601	Q8NGB9
O45601	Q8NGK2
O45601	P0C604
O45601	Q8NGU2
O45601	Q8NH67
O45601	Q8NGK6
O45601	A6ND48
O45601	Q6IF63
O45601	Q8NGJ8
O45601	Q8NGI1
O45601	P0C7T3
O45601	Q8NGH5
O45601	Q8NGT5
O45601	Q8NGH8
O45601	Q8NGI3
O45601	Q8NH54
O45601	A6NMU1
O45601	Q8NH76
O45601	Q8NGU1
O45601	Q9H342
O45601	Q8NGM6
O45601	Q8NH77
Q17553	Q8NGA1
Q17553	Q8NGJ9
Q17553	Q8NGS0
Q17553	P30953
Q17553	Q8NHA8
Q17553	Q8NGS3
Q17553	Q96RA2
Q17553	O43749
Q17553	Q8NGS1
Q17553	P47887
Q17553	Q8NGQ3
Q17553	Q8NH92
Q17553	Q8NGS2
Q17553	Q8NGR9
Q17553	P47890
Q17553	Q8NG98
Q17553	O60431
Q17553	Q8NH06
Q17553	O14581
Q17553	Q15622
Q17553	Q15619
Q17553	Q96R84
Q17553	O76099
Q17553	Q8NGR2
Q17553	O60412
Q17553	Q8NGR5
Q17553	P34982
Q17553	O76100
Q17553	Q8NGA2
Q17553	Q8NH94
Q17553	Q8NH93
Q17553	Q8WZA6
Q17553	Q8NG95
Q17553	Q8NG99
Q17553	A6NGY5
Q17553	Q8NGR8
Q17553	Q6IFN5
Q17553	Q8NGR3
Q17553	Q9P1Q5
Q17553	H7BY17
Q17553	Q8NH61
Q17553	P47884
Q17553	P58170
Q17553	Q8NH68
Q17553	Q8NGA0
Q17553	Q8NGK0
Q17553	Q9UGF6
Q17553	Q15612
Q17553	Q9Y585
Q17553	Q15614
Q17553	Q15620
Q17553	Q8NGK1
Q17553	Q8NGE5
Q17553	Q15617
Q17553	Q96KK4
Q17553	Q9H210
Q17553	Q8NGT7
Q17553	Q8NG78
Q17553	Q8WZ84
Q17553	Q8NGF4
Q17553	Q8NGX8
Q17553	Q8NGG6
Q17553	Q8NGM9
Q17553	Q8NGJ5
Q17553	P47888
Q17553	A6NCV1
Q17553	Q8NGX6
Q17553	P0C626
Q17553	Q8NGH3
Q17553	Q8NGZ4
Q17553	Q8NGJ6
Q17553	Q96R48
Q17553	Q8N146
Q17553	Q9H341
Q17553	Q9H2C8
Q17553	A4D2G3
Q17553	P0C7N1
Q17553	Q9H255
Q17553	Q9H344
Q17553	Q8NGT9
Q17553	Q8NGX0
Q17553	Q8NGG8
Q17553	Q5TZ20
Q17553	Q8NGG7
Q17553	Q8NGT2
Q17553	Q6IF42
Q17553	Q8NGE2
Q17553	Q9GZM6
Q17553	Q8N628
Q17553	Q8NGL2
Q17553	Q13607
Q17553	P59922
Q17553	Q5JQS5
Q17553	Q8NGC2
Q17553	Q8NGQ4
Q17553	Q8NGY1
Q17553	Q8NH10
Q17553	Q8NH59
Q17553	Q8TCB6
Q17553	Q8NGN6
Q17553	Q8NGY5
Q17553	Q8N127
Q17553	P0C7N5
Q17553	Q8NGN3
Q17553	Q9Y3N9
Q17553	Q8NGJ7
Q17553	Q8NGC0
Q17553	Q8NGF8
Q17553	Q8NH73
Q17553	P47881
Q17553	Q96R47
Q17553	Q9H339
Q17553	Q8NGL1
Q17553	Q8NGR1
Q17553	Q8NGL0
Q17553	Q8NGN2
Q17553	Q8NHB7
Q17553	Q9UGF7
Q17553	O95006
Q17553	Q96RD0
Q17553	A6NL08
Q17553	Q7Z3T1
Q17553	Q8NGE1
Q17553	Q9H343
Q17553	Q8NGN0
Q17553	Q9GZK3
Q17553	Q8NH69
Q17553	Q8NH74
Q17553	P47893
Q17553	Q8NGS4
Q17553	Q8NGD2
Q17553	Q8NGK9
Q17553	Q8NGR6
Q17553	A6NM76
Q17553	O95918
Q17553	P58173
Q17553	P58181
Q17553	Q8NGI8
Q17553	Q8NGZ3
Q17553	P0C623
Q17553	Q8NGJ0
Q17553	Q8NGN4
Q17553	Q8NGP6
Q17553	Q8NGQ1
Q17553	Q9H207
Q17553	Q9NZP0
Q17553	A6NDL8
Q17553	Q8NGQ5
Q17553	Q9H209
Q17553	Q8NH50
Q17553	Q8NH81
Q17553	Q9Y5P1
Q17553	P0C645
Q17553	Q8NGY6
Q17553	Q15615
Q17553	Q8NGD0
Q17553	Q8NGK4
Q17553	Q8NGK5
Q17553	Q9H340
Q17553	Q8NGC1
Q17553	Q8NGG5
Q17553	Q8NGI7
Q17553	Q8NGS5
Q17553	Q96RC9
Q17553	Q8NH63
Q17553	Q8NGD4
Q17553	Q8NHB8
Q17553	Q9NZP2
Q17553	O95222
Q17553	Q8NGX3
Q17553	Q8NGD3
Q17553	Q8NH85
Q17553	Q8NGJ4
Q17553	P30954
Q17553	Q8NGV5
Q17553	Q96R72
Q17553	Q96RD1
Q17553	Q9GZK4
Q17553	Q9NQN1
Q17553	A6NHA9
Q17553	Q8NGN5
Q17553	Q8NH51
Q17553	Q8NGK3
Q17553	Q8NGF3
Q17553	O95007
Q17553	Q8N0Y5
Q17553	P58182
Q17553	Q8NGC9
Q17553	Q8NGC7
Q17553	Q8NGM1
Q17553	Q8NH05
Q17553	Q8NGB6
Q17553	Q8NGC3
Q17553	Q8NH57
Q17553	Q8NH60
Q17553	Q8NGP3
Q17553	Q8WZ92
Q17553	Q8NGY3
Q17553	Q8NGW1
Q17553	Q8NH21
Q17553	Q96R69
Q17553	Q8NH64
Q17553	Q8NGA6
Q17553	Q8NGE9
Q17553	Q8NGI4
Q17553	Q8NGL6
Q17553	Q8NGD5
Q17553	Q8NGL4
Q17553	Q8NH72
Q17553	Q8NH80
Q17553	Q8NGN7
Q17553	A6NJZ3
Q17553	Q6IEV9
Q17553	Q8NGG1
Q17553	Q8NGX5
Q17553	A6NIJ9
Q17553	Q8NH41
Q17553	Q8NGA8
Q17553	Q8NH43
Q17553	Q9Y4A9
Q17553	Q8NGE8
Q17553	Q9GZK7
Q17553	Q8NG92
Q17553	Q8NGQ6
Q17553	Q8NHC4
Q17553	A6NF89
Q17553	Q8NGX9
Q17553	Q8NH37
Q17553	Q9H346
Q17553	Q8NGV7
Q17553	O60403
Q17553	Q8NH53
Q17553	Q6IF99
Q17553	Q8IXE1
Q17553	Q8NGZ6
Q17553	Q9NZP5
Q17553	O95371
Q17553	Q8NGH9
Q17553	Q96R67
Q17553	Q8NGZ5
Q17553	Q8NH79
Q17553	Q8NGI2
Q17553	A6NMS3
Q17553	Q8NGL7
Q17553	Q96R45
Q17553	Q6IF82
Q17553	Q8NGL3
Q17553	Q8NGH7
Q17553	Q8NGC5
Q17553	Q8NGN1
Q17553	Q6IFG1
Q17553	Q8NGB2
Q17553	O95047
Q17553	Q8NGC6
Q17553	Q96RD2
Q17553	P0C628
Q17553	P58180
Q17553	Q8NGP0
Q17553	Q8NGQ2
Q17553	Q8NGF1
Q17553	Q8NGJ2
Q17553	Q8NH40
Q17553	Q8N148
Q17553	Q9H2C5
Q17553	Q8NGI0
Q17553	Q8NH55
Q17553	A6NET4
Q17553	Q8NGB4
Q17553	Q8NGF6
Q17553	Q8NGF9
Q17553	Q8NGN8
Q17553	Q8NGY0
Q17553	Q8NGI6
Q17553	Q8NGC8
Q17553	Q8NGJ1
Q17553	Q8N0Y3
Q17553	Q8NH56
Q17553	Q8NGL9
Q17553	P47883
Q17553	Q8NGB8
Q17553	Q8NGW6
Q17553	Q8NGY2
Q17553	Q8NGH6
Q17553	Q96RD3
Q17553	Q8NGE0
Q17553	Q9UKL2
Q17553	Q8NH49
Q17553	Q6IEY1
Q17553	Q8NH09
Q17553	Q9Y5P0
Q17553	A6NND4
Q17553	Q8NGF0
Q17553	B2RN74
Q17553	Q8NH83
Q17553	O60404
Q17553	Q8NGA5
Q17553	P0C646
Q17553	Q8NH07
Q17553	Q8NGJ3
Q17553	Q8NG94
Q17553	Q8NGB9
Q17553	Q8NGK2
Q17553	P0C604
Q17553	Q8NGU2
Q17553	Q8NH67
Q17553	Q8NGK6
Q17553	A6ND48
Q17553	Q6IF63
Q17553	Q8NGJ8
Q17553	Q8NGI1
Q17553	P0C7T3
Q17553	Q8NGH5
Q17553	Q8NGT5
Q17553	Q8NGH8
Q17553	Q8NGI3
Q17553	Q8NH54
Q17553	A6NMU1
Q17553	Q8NH76
Q17553	Q8NGU1
Q17553	Q9H342
Q17553	Q8NGM6
Q17553	Q8NH77
Q09384	O60927
Q95YE7	O60927
O45684	O60927
P91301	P56180
P91301	P60484
P91301	Q6XPS3
A9QY30	Q9BQP7
Q2HQJ8	Q969E8
Q22470	Q9Y676
Q95XA8	Q6UUV9
Q95XA8	Q53ET0
Q95XA8	Q6UUV7
A5JYU6	Q5XG99
A5JYU6	Q7Z3D4
Q21970	Q8NF64
Q21970	Q9ULJ6
Q10931	O94817
O44159	Q96GC5
P34399	Q9NWZ8
Q21347	Q8TCA0
Q18724	Q9GZT3
Q20021	Q9BRR3
Q9XWS0	Q96BD8
P83386	Q9Y342
P83386	Q8IZV2
P83387	Q9Y342
P83387	Q8IZV2
Q20079	C9J366
Q20079	Q9P0W5
Q19126	P24539
Q20053	P24539
Q19404	P46937
Q19404	Q9GZV5
Q9N408	O60220
Q9N408	Q9Y5J9
G5EDD5	Q587I9
E1B6R8	Q8N4V1
Q966M4	O94763
Q09322	Q86WC4
P91198	Q9NY27
Q20166	Q9Y2T3
O16680	O00635
O16680	Q96F44
O16680	Q86XT4
O16680	Q86UV6
O16680	Q86UV7
O16680	Q8NG06
O16680	Q9Y577
O16680	Q6AZZ1
O16680	P14373
O16680	Q9HCM9
O16680	P19474
O16680	Q8WV44
O16680	Q8N9V2
O16680	Q9C030
O16680	Q9C037
O16680	Q9C029
O16680	A6NK02
O16680	Q495X7
O16680	Q6ZMU5
O16680	B2RNG4
O16680	Q9BYJ4
O16680	Q9C035
O16680	A6NI03
O16680	A6NGJ6
O16680	Q96BQ3
O16680	Q8IYM9
O16680	A6NCK2
O16680	A6NLI5
O16680	Q9UDY6
O16680	O15553
O16680	P0CI26
O16680	P0CI25
O16680	Q9BSJ1
O16680	A6NDI0
O16680	Q9C019
O16680	C9J1S8
O16680	A6ZJ12
O16680	Q9BVG3
O16680	Q12899
O16680	Q86WT6
O16680	Q9UPQ4
O16680	O75679
O16680	O75677
O16680	O75678
O16680	F8VTS6
O16680	A6NLU0
O16680	O15344
O16680	I1YAP6
O16680	Q9H2S5
O16680	Q6ZWI9
O16680	Q8N7C3
O16680	Q9BZY9
O16680	Q14258
O16680	Q9NQ86
O16680	Q6PJ69
O16680	Q96A61
O16680	Q5W0U4
O16680	Q5EBN2
O16680	A1L4K1
Q9U5C1	O00635
Q9U5C1	Q96F44
Q9U5C1	Q86XT4
Q9U5C1	Q86UV6
Q9U5C1	Q86UV7
Q9U5C1	Q8NG06
Q9U5C1	Q9Y577
Q9U5C1	Q6AZZ1
Q9U5C1	P14373
Q9U5C1	Q9HCM9
Q9U5C1	P19474
Q9U5C1	Q8WV44
Q9U5C1	Q8N9V2
Q9U5C1	Q9C030
Q9U5C1	Q9C037
Q9U5C1	Q9C029
Q9U5C1	A6NK02
Q9U5C1	Q495X7
Q9U5C1	Q6ZMU5
Q9U5C1	B2RNG4
Q9U5C1	Q9BYJ4
Q9U5C1	Q9C035
Q9U5C1	A6NI03
Q9U5C1	A6NGJ6
Q9U5C1	Q96BQ3
Q9U5C1	Q8IYM9
Q9U5C1	A6NCK2
Q9U5C1	A6NLI5
Q9U5C1	Q9UDY6
Q9U5C1	O15553
Q9U5C1	P0CI26
Q9U5C1	P0CI25
Q9U5C1	Q9BSJ1
Q9U5C1	A6NDI0
Q9U5C1	Q9C019
Q9U5C1	C9J1S8
Q9U5C1	A6ZJ12
Q9U5C1	Q9BVG3
Q9U5C1	Q12899
Q9U5C1	Q86WT6
Q9U5C1	Q9UPQ4
Q9U5C1	O75679
Q9U5C1	O75677
Q9U5C1	O75678
Q9U5C1	F8VTS6
Q9U5C1	A6NLU0
Q9U5C1	O15344
Q9U5C1	I1YAP6
Q9U5C1	Q9H2S5
Q9U5C1	Q6ZWI9
Q9U5C1	Q8N7C3
Q9U5C1	Q9BZY9
Q9U5C1	Q14258
Q9U5C1	Q9NQ86
Q9U5C1	Q6PJ69
Q9U5C1	Q96A61
Q9U5C1	Q5W0U4
Q9U5C1	Q5EBN2
Q9U5C1	A1L4K1
O16683	O00635
O16683	Q96F44
O16683	Q86XT4
O16683	Q86UV6
O16683	Q86UV7
O16683	Q8NG06
O16683	Q9Y577
O16683	Q6AZZ1
O16683	P14373
O16683	Q9HCM9
O16683	P19474
O16683	Q8WV44
O16683	Q8N9V2
O16683	Q9C030
O16683	Q9C037
O16683	Q9C029
O16683	A6NK02
O16683	Q495X7
O16683	Q6ZMU5
O16683	B2RNG4
O16683	Q9BYJ4
O16683	Q9C035
O16683	A6NI03
O16683	A6NGJ6
O16683	Q96BQ3
O16683	Q8IYM9
O16683	A6NCK2
O16683	A6NLI5
O16683	Q9UDY6
O16683	O15553
O16683	P0CI26
O16683	P0CI25
O16683	Q9BSJ1
O16683	A6NDI0
O16683	Q9C019
O16683	C9J1S8
O16683	A6ZJ12
O16683	Q9BVG3
O16683	Q12899
O16683	Q86WT6
O16683	Q9UPQ4
O16683	O75679
O16683	O75677
O16683	O75678
O16683	F8VTS6
O16683	A6NLU0
O16683	O15344
O16683	I1YAP6
O16683	Q9H2S5
O16683	Q6ZWI9
O16683	Q8N7C3
O16683	Q9BZY9
O16683	Q14258
O16683	Q9NQ86
O16683	Q6PJ69
O16683	Q96A61
O16683	Q5W0U4
O16683	Q5EBN2
O16683	A1L4K1
Q95X87	O00635
Q95X87	Q96F44
Q95X87	Q86XT4
Q95X87	Q86UV6
Q95X87	Q86UV7
Q95X87	Q8NG06
Q95X87	Q9Y577
Q95X87	Q6AZZ1
Q95X87	P14373
Q95X87	Q9HCM9
Q95X87	P19474
Q95X87	Q8WV44
Q95X87	Q8N9V2
Q95X87	Q9C030
Q95X87	Q9C037
Q95X87	Q9C029
Q95X87	A6NK02
Q95X87	Q495X7
Q95X87	Q6ZMU5
Q95X87	B2RNG4
Q95X87	Q9BYJ4
Q95X87	Q9C035
Q95X87	A6NI03
Q95X87	A6NGJ6
Q95X87	Q96BQ3
Q95X87	Q8IYM9
Q95X87	A6NCK2
Q95X87	A6NLI5
Q95X87	Q9UDY6
Q95X87	O15553
Q95X87	P0CI26
Q95X87	P0CI25
Q95X87	Q9BSJ1
Q95X87	A6NDI0
Q95X87	Q9C019
Q95X87	C9J1S8
Q95X87	A6ZJ12
Q95X87	Q9BVG3
Q95X87	Q12899
Q95X87	Q86WT6
Q95X87	Q9UPQ4
Q95X87	O75679
Q95X87	O75677
Q95X87	O75678
Q95X87	F8VTS6
Q95X87	A6NLU0
Q95X87	O15344
Q95X87	I1YAP6
Q95X87	Q9H2S5
Q95X87	Q6ZWI9
Q95X87	Q8N7C3
Q95X87	Q9BZY9
Q95X87	Q14258
Q95X87	Q9NQ86
Q95X87	Q6PJ69
Q95X87	Q96A61
Q95X87	Q5W0U4
Q95X87	Q5EBN2
Q95X87	A1L4K1
O16616	O00635
O16616	Q96F44
O16616	Q86XT4
O16616	Q86UV6
O16616	Q86UV7
O16616	Q8NG06
O16616	Q9Y577
O16616	Q6AZZ1
O16616	P14373
O16616	Q9HCM9
O16616	P19474
O16616	Q8WV44
O16616	Q8N9V2
O16616	Q9C030
O16616	Q9C037
O16616	Q9C029
O16616	A6NK02
O16616	Q495X7
O16616	Q6ZMU5
O16616	B2RNG4
O16616	Q9BYJ4
O16616	Q9C035
O16616	A6NI03
O16616	A6NGJ6
O16616	Q96BQ3
O16616	Q8IYM9
O16616	A6NCK2
O16616	A6NLI5
O16616	Q9UDY6
O16616	O15553
O16616	P0CI26
O16616	P0CI25
O16616	Q9BSJ1
O16616	A6NDI0
O16616	Q9C019
O16616	C9J1S8
O16616	A6ZJ12
O16616	Q9BVG3
O16616	Q12899
O16616	Q86WT6
O16616	Q9UPQ4
O16616	O75679
O16616	O75677
O16616	O75678
O16616	F8VTS6
O16616	A6NLU0
O16616	O15344
O16616	I1YAP6
O16616	Q9H2S5
O16616	Q6ZWI9
O16616	Q8N7C3
O16616	Q9BZY9
O16616	Q14258
O16616	Q9NQ86
O16616	Q6PJ69
O16616	Q96A61
O16616	Q5W0U4
O16616	Q5EBN2
O16616	A1L4K1
A8WFJ8	O00635
A8WFJ8	Q96F44
A8WFJ8	Q86XT4
A8WFJ8	Q86UV6
A8WFJ8	Q86UV7
A8WFJ8	Q8NG06
A8WFJ8	Q9Y577
A8WFJ8	Q6AZZ1
A8WFJ8	P14373
A8WFJ8	Q9HCM9
A8WFJ8	P19474
A8WFJ8	Q8WV44
A8WFJ8	Q8N9V2
A8WFJ8	Q9C030
A8WFJ8	Q9C037
A8WFJ8	Q9C029
A8WFJ8	A6NK02
A8WFJ8	Q495X7
A8WFJ8	Q6ZMU5
A8WFJ8	B2RNG4
A8WFJ8	Q9BYJ4
A8WFJ8	Q9C035
A8WFJ8	A6NI03
A8WFJ8	A6NGJ6
A8WFJ8	Q96BQ3
A8WFJ8	Q8IYM9
A8WFJ8	A6NCK2
A8WFJ8	A6NLI5
A8WFJ8	Q9UDY6
A8WFJ8	O15553
A8WFJ8	P0CI26
A8WFJ8	P0CI25
A8WFJ8	Q9BSJ1
A8WFJ8	A6NDI0
A8WFJ8	Q9C019
A8WFJ8	C9J1S8
A8WFJ8	A6ZJ12
A8WFJ8	Q9BVG3
A8WFJ8	Q12899
A8WFJ8	Q86WT6
A8WFJ8	Q9UPQ4
A8WFJ8	O75679
A8WFJ8	O75677
A8WFJ8	O75678
A8WFJ8	F8VTS6
A8WFJ8	A6NLU0
A8WFJ8	O15344
A8WFJ8	I1YAP6
A8WFJ8	Q9H2S5
A8WFJ8	Q6ZWI9
A8WFJ8	Q8N7C3
A8WFJ8	Q9BZY9
A8WFJ8	Q14258
A8WFJ8	Q9NQ86
A8WFJ8	Q6PJ69
A8WFJ8	Q96A61
A8WFJ8	Q5W0U4
A8WFJ8	Q5EBN2
A8WFJ8	A1L4K1
F0IWS6	O00635
F0IWS6	Q96F44
F0IWS6	Q86XT4
F0IWS6	Q86UV6
F0IWS6	Q86UV7
F0IWS6	Q8NG06
F0IWS6	Q9Y577
F0IWS6	Q6AZZ1
F0IWS6	P14373
F0IWS6	Q9HCM9
F0IWS6	P19474
F0IWS6	Q8WV44
F0IWS6	Q8N9V2
F0IWS6	Q9C030
F0IWS6	Q9C037
F0IWS6	Q9C029
F0IWS6	A6NK02
F0IWS6	Q495X7
F0IWS6	Q6ZMU5
F0IWS6	B2RNG4
F0IWS6	Q9BYJ4
F0IWS6	Q9C035
F0IWS6	A6NI03
F0IWS6	A6NGJ6
F0IWS6	Q96BQ3
F0IWS6	Q8IYM9
F0IWS6	A6NCK2
F0IWS6	A6NLI5
F0IWS6	Q9UDY6
F0IWS6	O15553
F0IWS6	P0CI26
F0IWS6	P0CI25
F0IWS6	Q9BSJ1
F0IWS6	A6NDI0
F0IWS6	Q9C019
F0IWS6	C9J1S8
F0IWS6	A6ZJ12
F0IWS6	Q9BVG3
F0IWS6	Q12899
F0IWS6	Q86WT6
F0IWS6	Q9UPQ4
F0IWS6	O75679
F0IWS6	O75677
F0IWS6	O75678
F0IWS6	F8VTS6
F0IWS6	A6NLU0
F0IWS6	O15344
F0IWS6	I1YAP6
F0IWS6	Q9H2S5
F0IWS6	Q6ZWI9
F0IWS6	Q8N7C3
F0IWS6	Q9BZY9
F0IWS6	Q14258
F0IWS6	Q9NQ86
F0IWS6	Q6PJ69
F0IWS6	Q96A61
F0IWS6	Q5W0U4
F0IWS6	Q5EBN2
F0IWS6	A1L4K1
O16681	O00635
O16681	Q96F44
O16681	Q86XT4
O16681	Q86UV6
O16681	Q86UV7
O16681	Q8NG06
O16681	Q9Y577
O16681	Q6AZZ1
O16681	P14373
O16681	Q9HCM9
O16681	P19474
O16681	Q8WV44
O16681	Q8N9V2
O16681	Q9C030
O16681	Q9C037
O16681	Q9C029
O16681	A6NK02
O16681	Q495X7
O16681	Q6ZMU5
O16681	B2RNG4
O16681	Q9BYJ4
O16681	Q9C035
O16681	A6NI03
O16681	A6NGJ6
O16681	Q96BQ3
O16681	Q8IYM9
O16681	A6NCK2
O16681	A6NLI5
O16681	Q9UDY6
O16681	O15553
O16681	P0CI26
O16681	P0CI25
O16681	Q9BSJ1
O16681	A6NDI0
O16681	Q9C019
O16681	C9J1S8
O16681	A6ZJ12
O16681	Q9BVG3
O16681	Q12899
O16681	Q86WT6
O16681	Q9UPQ4
O16681	O75679
O16681	O75677
O16681	O75678
O16681	F8VTS6
O16681	A6NLU0
O16681	O15344
O16681	I1YAP6
O16681	Q9H2S5
