I-1A01,WBGene00000227
V-14A24,WBGene00005892
V-14B01,WBGene00005951
V-14B02,WBGene00005958
V-14B03,WBGene00005976
V-14B04,WBGene00006499
V-14B05,WBGene00006666
V-14B06,WBGene00007082
V-14B07,WBGene00007141
V-14B08,WBGene00008057
V-14B09,WBGene00008183
V-14B10,WBGene00008251
V-14B11,WBGene00008669
V-14B12,WBGene00008677
V-14B13,WBGene00008789
V-14B15,WBGene00009102
V-14B16,WBGene00009136
V-14B17,WBGene00009171
V-14B18,WBGene00009226
V-14B19,WBGene00009830
V-14B20,WBGene00010181
V-14B22,WBGene00010385
V-14B23,WBGene00010408
V-14B24,WBGene00010510
V-14C01,WBGene00011088
V-14C02,WBGene00011095
V-14C03,WBGene00011100
V-14C04,WBGene00011251
V-14C05,WBGene00011263
V-14C06,WBGene00011326
V-14C07,WBGene00011339
V-14C08,WBGene00011453
V-14C09,WBGene00011485
V-14C10,WBGene00011520
V-14C11,WBGene00011693
V-14C12,WBGene00011752
V-14C14,WBGene00012245
V-14C15,WBGene00012624
V-14C16,WBGene00013904
V-14C17,WBGene00014098
V-14C18,WBGene00014123
V-14C19,WBGene00014124
V-14C20,WBGene00015069
V-14C21,WBGene00015422
V-14C22,WBGene00015677
V-14C23,WBGene00015737
V-14C24,WBGene00016367
V-14D01,WBGene00016820
V-14D02,WBGene00016858
V-14D03,WBGene00016860
V-14D04,WBGene00017092
V-14D05,WBGene00017633
V-14D06,WBGene00017879
V-14D07,WBGene00018189
V-14D08,WBGene00018266
V-14D09,WBGene00018294
V-14D10,WBGene00019449
V-14D11,WBGene00019559
V-14D12,WBGene00019849
V-14D13,WBGene00019967
V-14D14,WBGene00020425
V-14D15,WBGene00021609
V-14D16,WBGene00021963
V-14D17,WBGene00022404
V-14D18,WBGene00022537
V-14D19,WBGene00000071
V-14D20,WBGene00000533
V-14D21,WBGene00000724
V-14D22,WBGene00000736
V-14D23,WBGene00000813
V-14D24,WBGene00000838
V-14E01,WBGene00000915
V-14E02,WBGene00001540
V-14E03,WBGene00001629
V-14E04,WBGene00001632
V-14E05,WBGene00001718
V-14E06,WBGene00001723
V-14E07,WBGene00001813
V-14E08,WBGene00001817
V-14E09,WBGene00002010
V-14E10,WBGene00003031
V-14E11,WBGene00003155
V-14E12,WBGene00003386
V-14E13,WBGene00003413
V-14E14,WBGene00003570
V-14E15,WBGene00003614
V-14E16,WBGene00003660
V-14E17,WBGene00003692
V-14E18,WBGene00003723
V-14E19,WBGene00003725
V-14E20,WBGene00003775
V-14E21,WBGene00003834
V-14E22,WBGene00003959
V-14E23,WBGene00004136
V-14E24,WBGene00004203
V-14F01,WBGene00004373
V-14F02,WBGene00005112
V-14F03,WBGene00005184
V-14F04,WBGene00005199
V-14F05,WBGene00005242
V-14F06,WBGene00005253
V-14F07,WBGene00005257
V-14F08,WBGene00005270
V-14F09,WBGene00005299
V-14F10,WBGene00005310
V-14F11,WBGene00005315
V-14F12,WBGene00005317
V-14F13,WBGene00005532
V-14F14,WBGene00005538
V-14F15,WBGene00005606
V-14F16,WBGene00005629
V-14F17,WBGene00005644
V-14F18,WBGene00005648
V-14F19,WBGene00005649
V-14F20,WBGene00005781
V-14F21,WBGene00005788
V-14F22,WBGene00005802
V-14F23,WBGene00005836
V-14F24,WBGene00005837
V-14G01,WBGene00005838
V-14G02,WBGene00005849
V-14G03,WBGene00005933
V-14G04,WBGene00005971
V-14G05,WBGene00005975
V-14G06,WBGene00005977
V-14G07,WBGene00006006
V-14G08,WBGene00006022
V-14G09,WBGene00006176
V-14G10,WBGene00006183
V-14G11,WBGene00006221
V-14G12,WBGene00006222
V-14G13,WBGene00006252
V-14G14,WBGene00006253
V-14G15,WBGene00006263
V-14G16,WBGene00006418
V-14G17,WBGene00006489
V-14G18,WBGene00006609
V-14G19,WBGene00006613
V-14G20,WBGene00006688
V-14G21,WBGene00006692
V-14G22,WBGene00006786
V-14G23,WBGene00007117
V-14G24,WBGene00007282
V-14H01,WBGene00007431
V-14H02,WBGene00007536
V-14H03,WBGene00007799
V-14H04,WBGene00007910
V-14H05,WBGene00008056
V-14H06,WBGene00008101
V-14H07,WBGene00008102
V-14H08,WBGene00008238
V-14H09,WBGene00008339
V-14H10,WBGene00008376
V-14H11,WBGene00077514
V-14H12,WBGene00008634
V-14H13,WBGene00008848
V-14H14,WBGene00008850
V-14H15,WBGene00008871
V-14H16,WBGene00008875
V-14H17,WBGene00008922
V-14H18,WBGene00009326
V-14H19,WBGene00009334
V-14H20,WBGene00009338
V-14H21,WBGene00009582
V-14H22,WBGene00009583
V-14H23,WBGene00009584
V-14H24,WBGene00009706
V-14I01,WBGene00009770
V-14I02,WBGene00009965
V-14I03,WBGene00004768
V-14I04,WBGene00010300
V-14I05,WBGene00010426
V-14I06,WBGene00010603
V-14I07,WBGene00010626
V-14I08,WBGene00010631
V-14I09,WBGene00010698
V-14I10,WBGene00010736
V-14I11,WBGene00010742
V-14I12,WBGene00011197
V-14I13,WBGene00011212
V-14I14,WBGene00011283
V-14I15,WBGene00011287
V-14I16,WBGene00011397
V-14I17,WBGene00011539
V-14I18,WBGene00011754
V-14I19,WBGene00011837
V-14I20,WBGene00011891
V-14I21,WBGene00011948
V-14I22,WBGene00012049
V-14I23,WBGene00012185
V-14I24,WBGene00012243
V-14J01,WBGene00012399
V-14J02,WBGene00012530
V-14J03,WBGene00012533
V-14J04,WBGene00012565
V-14J05,WBGene00012566
V-14J06,WBGene00012857
V-14J07,WBGene00013050
V-14J08,WBGene00013339
V-14J09,WBGene00013340
V-14J10,WBGene00013359
V-14J11,WBGene00013760
V-14J12,WBGene00013762
V-14J13,WBGene00013765
V-14J14,WBGene00013874
V-14J15,WBGene00013877
V-14J16,WBGene00013896
V-14J17,WBGene00013898
V-14J18,WBGene00013902
V-14J19,WBGene00013909
V-14J20,WBGene00013944
V-14J21,WBGene00013963
V-14J22,WBGene00014113
V-14J23,WBGene00014190
V-14J24,WBGene00015040
V-14K02,WBGene00015255
V-14K03,WBGene00015660
V-14K04,WBGene00015712
V-14K05,WBGene00015745
V-14K06,WBGene00015764
V-14K07,WBGene00016364
V-14K08,WBGene00016477
V-14K09,WBGene00017018
V-14K10,WBGene00017034
V-14K11,WBGene00017062
V-14K12,WBGene00017198
V-14K13,WBGene00017233
V-14K14,WBGene00017504
V-14K15,WBGene00017512
V-14K16,WBGene00017607
V-14K17,WBGene00017782
V-14K18,WBGene00017783
V-14K19,WBGene00017988
V-14K20,WBGene00018010
V-14K21,WBGene00018011
V-14K22,WBGene00018089
V-14K23,WBGene00077712
V-14K24,WBGene00018480
V-14L01,WBGene00018554
V-14L02,WBGene00018708
V-14L03,WBGene00018811
V-14L04,WBGene00019101
V-14L05,WBGene00019109
V-14L06,WBGene00019241
V-14L07,WBGene00001089
V-14L09,WBGene00019386
V-14L10,WBGene00019391
V-14L11,WBGene00019448
V-14L12,WBGene00019521
V-14L13,WBGene00019599
V-14L14,WBGene00019644
V-14L15,WBGene00019649
V-14L16,WBGene00019667
V-14L17,WBGene00019742
V-14L18,WBGene00019743
V-14L19,WBGene00019756
V-14L20,WBGene00019851
V-14L21,WBGene00044617
V-14L22,WBGene00020256
V-14L23,WBGene00020273
V-14L24,WBGene00020343
V-14M01,WBGene00020554
V-14M02,WBGene00020708
V-14M03,WBGene00020721
V-14M04,WBGene00020806
V-14M05,WBGene00020999
V-14M06,WBGene00021004
V-14M07,WBGene00021066
V-14M08,WBGene00021163
V-14M09,WBGene00021304
V-14M10,WBGene00021489
V-14M11,WBGene00021493
V-14M12,WBGene00021555
V-14M13,WBGene00021559
V-14M14,WBGene00021561
V-14M15,WBGene00021611
V-14M16,WBGene00021613
V-14M17,WBGene00021626
V-14M18,WBGene00021706
V-14M19,WBGene00021745
V-14M20,WBGene00022284
V-14M21,WBGene00022538
V-14M22,WBGene00022548
V-14M23,WBGene00022606
V-14M24,WBGene00022629
V-14N01,WBGene00022639
V-14N02,WBGene00022790
V-14N03,WBGene00022807
V-14N04,WBGene00022814
V-14N05,WBGene00044112
V-14N06,WBGene00044116
V-14N07,WBGene00044211
V-14N08,WBGene00044689
V-14N09,WBGene00009534
V-14N10,WBGene00013048
V-14N11,WBGene00015421
V-14N12,WBGene00015861
V-14N13,WBGene00016233
V-14N14,WBGene00018477
V-14N15,WBGene00021166
V-14N16,WBGene00022657
V-14N17,WBGene00003721
V-14N18,WBGene00004830
V-14N19,WBGene00005860
V-14N20,WBGene00005883
V-14N21,WBGene00006020
V-14N22,WBGene00006260
V-14N23,WBGene00008728
V-14N24,WBGene00009240
V-14O01,WBGene00009340
V-14O02,WBGene00009389
V-14O03,WBGene00011897
V-14O04,WBGene00012046
V-14O05,WBGene00012701
V-14O06,WBGene00015315
V-14O07,WBGene00015757
V-14O08,WBGene00016281
V-14O09,WBGene00018113
V-14O10,WBGene00018427
V-14O11,WBGene00018696
V-14O12,WBGene00020277
V-14O13,WBGene00020527
V-14O14,WBGene00021078
V-14O15,WBGene00043069
V-14O17,WBGene00044332
V-14O18,WBGene00044549
V-14O19,WBGene00044582
V-14O20,WBGene00044661
V-14O21,WBGene00044787
V-14O22,WBGene00000782
V-14O23,WBGene00001233
V-14O24,WBGene00001593
V-14P01,WBGene00001714
V-14P02,WBGene00001758
V-14P03,WBGene00001781
V-14P04,WBGene00002263
V-14P05,WBGene00003923
V-14P06,WBGene00004364
V-14P07,WBGene00004766
V-14P08,WBGene00004812
V-14P09,WBGene00005145
V-14P10,WBGene00005395
V-14P11,WBGene00005400
V-14P12,WBGene00005402
V-14P13,WBGene00005439
V-14P14,WBGene00005519
V-14P15,WBGene00005750
V-14P16,WBGene00005818
V-14P17,WBGene00005832
V-14P18,WBGene00005896
V-14P19,WBGene00005901
V-14P20,WBGene00006106
V-14P21,WBGene00006149
V-14P22,WBGene00006234
V-14P23,WBGene00006512
V-14P23,WBGene00219330
V-14P24,WBGene00007553
V-15A01,WBGene00007804
V-15A02,WBGene00008241
V-15A03,WBGene00008265
V-15A04,WBGene00008336
V-15A05,WBGene00008343
V-15A06,WBGene00008372
V-15A07,WBGene00008795
V-15A08,WBGene00008832
V-15A09,WBGene00008833
V-15A10,WBGene00009030
V-15A11,WBGene00009387
V-15A12,WBGene00009791
V-15A13,WBGene00009979
V-15A14,WBGene00009986
V-15A15,WBGene00010002
V-15A16,WBGene00010625
V-15A17,WBGene00010684
V-15A18,WBGene00011486
V-15A20,WBGene00012064
V-15A21,WBGene00012321
V-15A22,WBGene00012695
V-15A23,WBGene00013567
V-15A24,WBGene00013609
V-15B01,WBGene00015718
V-15B02,WBGene00016479
V-15B03,WBGene00016513
V-15B04,WBGene00016696
V-15B05,WBGene00016926
V-15B06,WBGene00017107
V-15B07,WBGene00017262
V-15B08,WBGene00017364
V-15B09,WBGene00017506
V-15B10,WBGene00017565
V-15B11,WBGene00017785
V-15B12,WBGene00017787
V-15B13,WBGene00019978
V-15B14,WBGene00019980
V-15B15,WBGene00020183
V-15B16,WBGene00022392
V-15B17,WBGene00022653
V-15B18,WBGene00022809
V-15B19,WBGene00000168
V-15B20,WBGene00000539
V-15B21,WBGene00000554
V-15B22,WBGene00000920
V-15B23,WBGene00001464
V-15B24,WBGene00003164
V-15C01,WBGene00003541
V-15C02,WBGene00003688
V-15C03,WBGene00003689
V-15C04,WBGene00003707
V-15C05,WBGene00003751
V-15C06,WBGene00003844
V-15C07,WBGene00003922
V-15C08,WBGene00005182
V-15C09,WBGene00005190
V-15C10,WBGene00005196
V-15C11,WBGene00005211
V-15C12,WBGene00005227
V-15C13,WBGene00005231
V-15C14,WBGene00005245
V-15C15,WBGene00005256
V-15C16,WBGene00005278
V-15C17,WBGene00005355
V-15C18,WBGene00005392
V-15C19,WBGene00005398
V-15C20,WBGene00005421
V-15C21,WBGene00005428
V-15C22,WBGene00005429
V-15C23,WBGene00005476
V-15C24,WBGene00005478
V-15D01,WBGene00005491
V-15D02,WBGene00005493
V-15D03,WBGene00005494
V-15D04,WBGene00005503
V-15D05,WBGene00005514
V-15D06,WBGene00005578
V-15D07,WBGene00005598
V-15D08,WBGene00005708
V-15D09,WBGene00005748
V-15D10,WBGene00005764
V-15D11,WBGene00005768
V-15D12,WBGene00005770
V-15D14,WBGene00005859
V-15D15,WBGene00005887
V-15D16,WBGene00005957
V-15D17,WBGene00006019
V-15D18,WBGene00006094
V-15D19,WBGene00006131
V-15D20,WBGene00006172
V-15D21,WBGene00006239
V-15D22,WBGene00006241
V-15D23,WBGene00006265
V-15D24,WBGene00006277
V-15E01,WBGene00006282
V-15E02,WBGene00006286
V-15E03,WBGene00006446
V-15E04,WBGene00006622
V-15E05,WBGene00006794
V-15E06,WBGene00006795
V-15E07,WBGene00007373
V-15E08,WBGene00007388
V-15E09,WBGene00007390
V-15E10,WBGene00007391
V-15E11,WBGene00007540
V-15E12,WBGene00007542
V-15E13,WBGene00007548
V-15E14,WBGene00007589
V-15E14,WBGene00119204
V-15E15,WBGene00007728
V-15E16,WBGene00008255
V-15E17,WBGene00008298
V-15E18,WBGene00008327
V-15E19,WBGene00008340
V-15E20,WBGene00008408
V-15E21,WBGene00008522
V-15E22,WBGene00008552
V-15E23,WBGene00008872
V-15E24,WBGene00008944
V-15F01,WBGene00008995
V-15F02,WBGene00009154
V-15F03,WBGene00009290
V-15F04,WBGene00009329
V-15F05,WBGene00009606
V-15F06,WBGene00009761
V-15F07,WBGene00010019
V-15F08,WBGene00010022
V-15F09,WBGene00010026
V-15F10,WBGene00010254
V-15F11,WBGene00010296
V-15F12,WBGene00010699
V-15F13,WBGene00010727
V-15F14,WBGene00010737
V-15F15,WBGene00010928
V-15F16,WBGene00011017
V-15F17,WBGene00011132
V-15F18,WBGene00011135
V-15F19,WBGene00011136
V-15F20,WBGene00011243
V-15F21,WBGene00194712
V-15F22,WBGene00011898
V-15F23,WBGene00012027
V-15F24,WBGene00012277
V-15G01,WBGene00012401
V-15G02,WBGene00012454
V-15G03,WBGene00012634
V-15G04,WBGene00013046
V-15G05,WBGene00013349
V-15G06,WBGene00013354
V-15G07,WBGene00013759
V-15G08,WBGene00013820
V-15G09,WBGene00013827
V-15G10,WBGene00013940
V-15G11,WBGene00013968
V-15G12,WBGene00014108
V-15G13,WBGene00014195
V-15G14,WBGene00015055
V-15G15,WBGene00015460
V-15G16,WBGene00015578
V-15G17,WBGene00015711
V-15G18,WBGene00015864
V-15G19,WBGene00016101
V-15G20,WBGene00016789
V-15G21,WBGene00016814
V-15G22,WBGene00016821
V-15G23,WBGene00016924
V-15G24,WBGene00017367
V-15H01,WBGene00017502
V-15H01,WBGene00044774
V-15H02,WBGene00017503
V-15H03,WBGene00017535
V-15H04,WBGene00017621
V-15H05,WBGene00017835
V-15H06,WBGene00017867
V-15H07,WBGene00018110
V-15H08,WBGene00019647
V-15H09,WBGene00019741
V-15H10,WBGene00019745
V-15H11,WBGene00019817
V-15H12,WBGene00020063
V-15H13,WBGene00020276
V-15H14,WBGene00020333
V-15H15,WBGene00020389
V-15H16,WBGene00020396
V-15H17,WBGene00020525
V-15H18,WBGene00021000
V-15H19,WBGene00021232
V-15H20,WBGene00021392
V-15H21,WBGene00021488
V-15H22,WBGene00021490
V-15H23,WBGene00021608
V-15H24,WBGene00021710
V-15I01,WBGene00021976
V-15I02,WBGene00021977
V-15I03,WBGene00022285
V-15I04,WBGene00022401
V-15I05,WBGene00022405
V-15I06,WBGene00022406
V-15I07,WBGene00022645
V-15I08,WBGene00023519
V-15I09,WBGene00044016
V-15I10,WBGene00044105
V-15I11,WBGene00044113
V-15I12,WBGene00044114
V-15I13,WBGene00044184
V-15I15,WBGene00044203
V-15I16,WBGene00044524
V-15I17,WBGene00044535
V-15I18,WBGene00044544
V-15I19,WBGene00044552
V-15I20,WBGene00001043
V-15I21,WBGene00005474
V-15I22,WBGene00005516
V-15I23,WBGene00005755
V-15I24,WBGene00007931
V-15J01,WBGene00008224
V-15J02,WBGene00008249
V-15J03,WBGene00008631
V-15J04,WBGene00012348
V-15J05,WBGene00013468
V-15J06,WBGene00016146
V-15J07,WBGene00016928
V-15J08,WBGene00018221
V-15J09,WBGene00019466
V-15J10,WBGene00022267
V-15J11,WBGene00000725
V-15J12,WBGene00001991
V-15J13,WBGene00003919
V-15J14,WBGene00005222
V-15J15,WBGene00005353
V-15J16,WBGene00005393
V-15J17,WBGene00005707
V-15J18,WBGene00005848
V-15J19,WBGene00005978
V-15J20,WBGene00005980
V-15J21,WBGene00006004
V-15J22,WBGene00007241
V-15J23,WBGene00007432
V-15J24,WBGene00007551
V-15K01,WBGene00007672
V-15K02,WBGene00007908
V-15K03,WBGene00008308
V-15K04,WBGene00008993
V-15K05,WBGene00009768
V-15K05,WBGene00009776
V-15K06,WBGene00010235
V-15K07,WBGene00001466
V-15K09,WBGene00010792
V-15K11,WBGene00011213
V-15K12,WBGene00012696
V-15K13,WBGene00012697
V-15K14,WBGene00013899
V-15K15,WBGene00015045
V-15K16,WBGene00015259
V-15K17,WBGene00015574
V-15K18,WBGene00015723
V-15K19,WBGene00016504
V-15K20,WBGene00016929
V-15K21,WBGene00017845
V-15K22,WBGene00017850
V-15K23,WBGene00018216
V-15K24,WBGene00018545
V-15L01,WBGene00018709
V-15L02,WBGene00020622
V-15L03,WBGene00020938
V-15L04,WBGene00021451
V-15L05,WBGene00021617
V-15L05,WBGene00195160
V-15L06,WBGene00021975
V-15L07,WBGene00021978
V-15L08,WBGene00023432
V-15L09,WBGene00044012
V-15L10,WBGene00044020
V-15L11,WBGene00044024
V-15L12,WBGene00008997
V-15L13,WBGene00044199
V-15L14,WBGene00044547
V-15L15,WBGene00044551
V-15L17,WBGene00017638
V-15L18,WBGene00010526
V-15L18,WBGene00194783
V-15L19,WBGene00017567
V-15L20,WBGene00043666
V-15L21,WBGene00044011
V-15L22,WBGene00044537
V-15L23,WBGene00008243
V-15L24,WBGene00013070
V-15M01,WBGene00000987
V-15M02,WBGene00005321
V-15M03,WBGene00008106
V-15M04,WBGene00008242
V-15M05,WBGene00010183
V-15M06,WBGene00012069
V-15M07,WBGene00012400
V-15M08,WBGene00045416
V-15M09,WBGene00013573
V-15M10,WBGene00015254
V-15M11,WBGene00015903
V-15M12,WBGene00015906
V-15M13,WBGene00017608
V-15M14,WBGene00017981
V-15M15,WBGene00019972
V-15M16,WBGene00020393
V-15M17,WBGene00022395
V-15M19,WBGene00044182
V-15M20,WBGene00044183
V-15M21,WBGene00044188
V-15M22,WBGene00044195
V-15M23,WBGene00044206
V-15M24,WBGene00044213
V-15N01,WBGene00044278
V-15N02,WBGene00044356
V-15N03,WBGene00044523
V-15N04,WBGene00044526
V-15N05,WBGene00044527
V-15N06,WBGene00044531
V-15N07,WBGene00044545
V-15N08,WBGene00044554
V-15N09,WBGene00044783
V-15N10,WBGene00008596
V-15N11,WBGene00001170
V-15N12,WBGene00005195
V-15N13,WBGene00007618
V-15N14,WBGene00008680
V-15N15,WBGene00008727
V-15N16,WBGene00008834
V-15N17,WBGene00013902
V-15N18,WBGene00009759
V-15N19,WBGene00012702
V-15N20,WBGene00015225
V-15N21,WBGene00016369
V-15N22,WBGene00016431
V-15N23,WBGene00019648
V-15N24,WBGene00021958
V-15O01,WBGene00022624
V-15O02,WBGene00044082
V-15O03,WBGene00008326
V-15O04,WBGene00013061
V-15O05,WBGene00044178
V-15O06,WBGene00000541
V-15O07,WBGene00006026
V-15O08,WBGene00008183
V-15O09,WBGene00008393
V-15O10,WBGene00010006
V-15O11,WBGene00012828
V-15O12,WBGene00016511
V-15O13,WBGene00018414
V-15O14,WBGene00020245
V-15O15,WBGene00002215
V-15O16,WBGene00008128
V-15O17,WBGene00018217
V-15O18,WBGene00018976
V-15O19,WBGene00019479
V-15O20,WBGene00021554
V-15O21,WBGene00021983
V-15O22,WBGene00044187
V-15O23,WBGene00005499
V-15O24,WBGene00010288
V-15P01,WBGene00011247
V-15P02,WBGene00015684
V-15P03,WBGene00017957
V-15P04,WBGene00044019
V-15P05,WBGene00001721
V-15P06,WBGene00001771
V-15P07,WBGene00003642
V-15P08,WBGene00003643
V-15P09,WBGene00005422
V-15P10,WBGene00008228
V-15P11,WBGene00008996
V-15P12,WBGene00009709
V-15P13,WBGene00012282
V-15P14,WBGene00219210
V-15P16,WBGene00017823
V-15P17,WBGene00018219
V-15P18,WBGene00019092
V-15P19,WBGene00021614
V-15P20,WBGene00022022
V-15P21,WBGene00022638
V-15P22,WBGene00044081
V-15P23,WBGene00044518
V-15P24,WBGene00044536
V-16A01,WBGene00044803
V-16A02,WBGene00005005
V-16A03,WBGene00007722
V-16A04,WBGene00011427
V-16A04,WBGene00077693
V-16A05,WBGene00019445
V-16A06,WBGene00022542
V-16A07,WBGene00044181
V-16A08,WBGene00044776
V-16A09,WBGene00001449
V-16A10,WBGene00003479
V-16A11,WBGene00004499
V-16A12,WBGene00005107
V-16A13,WBGene00005425
V-16A14,WBGene00007605
V-16A15,WBGene00008333
V-16A16,WBGene00008371
V-16A17,WBGene00009804
V-16A18,WBGene00011391
V-16A19,WBGene00012614
V-16A20,WBGene00013068
V-16A21,WBGene00013075
V-16A22,WBGene00016360
V-16A23,WBGene00017228
V-16A24,WBGene00017618
V-16B01,WBGene00018761
V-16B02,WBGene00020594
V-16B03,WBGene00020854
V-16B04,WBGene00021070
V-16B05,WBGene00021412
V-16B06,WBGene00000218
V-16B07,WBGene00000449
V-16B08,WBGene00000784
V-16B09,WBGene00001485
V-16B10,WBGene00004153
V-16B11,WBGene00005186
V-16B12,WBGene00005214
V-16B13,WBGene00005228
V-16B14,WBGene00005284
V-16B15,WBGene00005354
V-16B16,WBGene00005386
V-16B17,WBGene00005475
V-16B18,WBGene00005760
V-16B19,WBGene00005789
V-16B20,WBGene00005822
V-16B21,WBGene00005919
V-16B22,WBGene00006130
V-16B23,WBGene00006151
V-16B24,WBGene00007096
V-16C01,WBGene00007119
V-16C02,WBGene00007395
V-16C03,WBGene00007853
V-16C04,WBGene00008015
V-16C05,WBGene00008701
V-16C06,WBGene00008947
V-16C07,WBGene00009471
V-16C08,WBGene00009528
V-16C08,WBGene00086569
V-16C09,WBGene00009829
V-16C10,WBGene00010020
V-16C11,WBGene00010432
V-16C12,WBGene00045419
V-16C13,WBGene00011621
V-16C14,WBGene00012448
V-16C16,WBGene00012699
V-16C17,WBGene00012839
V-16C18,WBGene00013350
V-16C19,WBGene00013358
V-16C20,WBGene00013568
V-16C21,WBGene00013748
V-16C22,WBGene00013751
V-16C23,WBGene00013833
V-16C24,WBGene00015043
V-16D01,WBGene00015076
V-16D02,WBGene00015221
V-16D03,WBGene00016856
V-16D04,WBGene00017511
V-16D05,WBGene00017658
V-16D06,WBGene00018059
V-16D08,WBGene00018209
V-16D09,WBGene00018210
V-16D10,WBGene00018760
V-16D11,WBGene00018814
V-16D12,WBGene00019098
V-16D13,WBGene00019276
V-16D14,WBGene00019350
V-16D15,WBGene00019740
V-16D16,WBGene00019818
V-16D17,WBGene00020058
V-16D18,WBGene00020154
V-16D19,WBGene00020522
V-16D20,WBGene00020904
V-16D21,WBGene00021167
V-16D22,WBGene00021232
V-16D23,WBGene00021233
V-16D24,WBGene00021307
V-16E01,WBGene00021707
V-16E02,WBGene00021732
V-16E03,WBGene00021736
V-16E03,WBGene00021738
V-16E04,WBGene00021959
V-16E05,WBGene00022402
V-16E06,WBGene00022434
V-16E07,WBGene00022636
V-16E08,WBGene00022654
V-16E09,WBGene00044090
V-16E10,WBGene00044091
V-16E11,WBGene00044189
V-16E12,WBGene00044204
V-16E13,WBGene00044331
V-16E14,WBGene00044539
V-16E15,WBGene00044542
V-16E16,WBGene00044602
V-16E17,WBGene00044790
V-16E18,WBGene00003849
V-16E19,WBGene00003676
V-16E20,WBGene00004236
V-16E21,WBGene00004308
V-16E22,WBGene00006696
V-16E23,WBGene00008442
V-16E24,WBGene00008454
V-16F01,WBGene00010098
V-16F02,WBGene00010239
V-16F03,WBGene00011137
V-16F04,WBGene00011190
V-16F05,WBGene00013356
V-16F06,WBGene00013584
V-16F07,WBGene00013883
V-16F08,WBGene00014098
V-16F08,WBGene00014099
V-16F09,WBGene00015152
V-16F10,WBGene00019650
V-16F11,WBGene00021563
V-16F12,WBGene00044176
V-16F13,WBGene00003057
V-16F14,WBGene00003701
V-16F15,WBGene00004139
V-16F16,WBGene00005225
V-16F17,WBGene00005255
V-16F18,WBGene00005331
V-16F19,WBGene00005500
V-16F20,WBGene00005761
V-16F21,WBGene00005955
V-16F22,WBGene00006013
V-16F23,WBGene00006082
V-16F24,WBGene00007070
V-16G01,WBGene00008268
V-16G02,WBGene00008319
V-16G03,WBGene00008893
V-16G04,WBGene00009198
V-16G05,WBGene00009652
V-16G06,WBGene00009983
V-16G07,WBGene00009999
V-16G08,WBGene00010355
V-16G09,WBGene00011592
V-16G10,WBGene00012681
V-16G11,WBGene00012683
V-16G12,WBGene00012689
V-16G13,WBGene00015359
V-16G14,WBGene00015367
V-16G15,WBGene00015897
V-16G16,WBGene00016051
V-16G17,WBGene00016473
V-16G18,WBGene00016476
V-16G19,WBGene00016483
V-16G20,WBGene00018056
V-16G21,WBGene00020237
V-16G22,WBGene00020529
V-16G23,WBGene00021708
V-16G24,WBGene00044086
V-16H01,WBGene00044653
V-16H02,WBGene00000714
V-16H03,WBGene00000877
V-16H03,WBGene00013027
V-16H04,WBGene00000977
V-16H05,WBGene00001581
V-16H06,WBGene00001732
V-16H07,WBGene00001857
V-16H08,WBGene00003669
V-16H10,WBGene00003771
V-16H11,WBGene00005216
V-16H12,WBGene00005229
V-16H13,WBGene00005313
V-16H14,WBGene00005350
V-16H15,WBGene00005364
V-16H16,WBGene00005365
V-16H17,WBGene00005387
V-16H18,WBGene00005388
V-16H19,WBGene00005389
V-16H20,WBGene00005423
V-16H21,WBGene00005451
V-16H22,WBGene00005492
V-16H23,WBGene00005504
V-16H24,WBGene00005505
V-16I01,WBGene00005507
V-16I02,WBGene00005508
V-16I03,WBGene00005603
V-16I04,WBGene00005604
V-16I05,WBGene00005686
V-16I06,WBGene00005714
V-16I07,WBGene00005804
V-16I08,WBGene00005862
V-16I09,WBGene00005870
V-16I10,WBGene00005884
V-16I11,WBGene00005981
V-16I12,WBGene00006259
V-16I13,WBGene00006289
V-16I14,WBGene00006770
V-16I15,WBGene00007379
V-16I16,WBGene00008070
V-16I17,WBGene00008217
V-16I18,WBGene00008332
V-16I19,WBGene00008895
V-16I20,WBGene00009097
V-16I21,WBGene00009109
V-16I21,WBGene00009110
V-16I22,WBGene00009222
V-16I23,WBGene00009297
V-16I24,WBGene00009566
V-16J01,WBGene00009858
V-16J02,WBGene00009906
V-16J03,WBGene00009908
V-16J04,WBGene00010005
V-16J05,WBGene00010212
V-16J06,WBGene00010301
V-16J07,WBGene00010515
V-16J08,WBGene00010591
V-16J09,WBGene00011211
V-16J10,WBGene00011521
V-16J11,WBGene00011574
V-16J12,WBGene00012056
V-16J13,WBGene00012080
V-16J14,WBGene00012253
V-16J15,WBGene00012254
V-16J16,WBGene00012349
V-16J18,WBGene00012406
V-16J20,WBGene00012523
V-16J21,WBGene00012562
V-16J22,WBGene00012564
V-16J23,WBGene00012575
V-16J24,WBGene00012682
V-16K01,WBGene00013077
V-16K02,WBGene00013347
V-16K03,WBGene00013348
V-16K05,WBGene00013489
V-16K06,WBGene00013879
V-16K07,WBGene00013935
V-16K08,WBGene00013937
V-16K09,WBGene00013939
V-16K10,WBGene00013961
V-16K11,WBGene00015368
V-16K12,WBGene00015393
V-16K13,WBGene00015756
V-16K14,WBGene00015759
V-16K15,WBGene00015762
V-16K16,WBGene00015981
V-16K17,WBGene00015982
V-16K18,WBGene00017082
V-16K19,WBGene00017204
V-16K20,WBGene00018114
V-16K21,WBGene00018313
V-16K22,WBGene00019089
