A0FLQ6,O75417
O01256,Q3SY17
O01256,Q9H1U9
O01259,Q92535
O01264,Q8WYQ5
O01300,Q6P1J6
Q23119,Q6P1J6
Q8MXQ8,Q6P1J6
Q9N2Z4,Q6P1J6
O01320,P13686
O01326,Q9NRR4
O01422,P61201
O01426,Q9H9Y4
O01427,O14965
O01427,Q96GD4
O01427,Q9UQB9
O01441,A6H8Y1
O01443,O43182
O01443,Q6ZRI8
O01446,Q69YW2
Q965S1,Q69YW2
O01479,P28289
O01479,Q9NYL9
O01479,Q9NZQ9
O01479,Q9NZR1
O01483,Q8N201
O01485,Q86XA9
O01485,Q9P2D3
O01488,Q9BQD3
O01497,P14679
O01498,O75886
O01498,Q92783
O01501,O96020
O01501,P24864
O01503,Q8IXQ9
O01504,P05387
Q9U1X9,P05387
O01510,Q96Q15
O01513,Q9NV31
O01524,O43290
O01541,P49588
O01577,Q8WUD1
O01578,O95563
O01580,Q68D86
O01580,Q96A19
O01581,Q9H0R4
O01583,Q5VT25
O01583,Q6DT37
O01583,Q9Y5S2
O01590,Q6JQN1
O01591,A6NDG6
O01591,Q96GD0
O16247,A6NDG6
O16247,Q96GD0
O44538,A6NDG6
O44538,Q96GD0
P34492,A6NDG6
P34492,Q96GD0
Q18645,A6NDG6
Q18645,Q96GD0
O01602,O75489
O01615,O95626
O01615,P39687
O01615,Q92688
O01615,Q9BTT0
O62220,O95626
O62220,P39687
O62220,Q92688
O62220,Q9BTT0
O01623,P39086
O01623,P42261
O01623,P42262
O01623,P42263
O01623,P48058
O01623,Q13002
O01623,Q13003
O01658,Q8IUF8
O01661,O00305
O01661,P54284
O01661,Q02641
O01661,Q08289
O01683,Q08945
P41848,Q08945
O01685,P24298
O01685,Q8TD30
O01686,Q96SU4
O01692,P08708
O01692,P0CW22
O01700,O43283
O01700,Q12852
O01704,Q16394
O01704,Q92935
O01704,Q93063
O01705,O43909
O01706,P45985
O01706,P46734
O01706,P52564
Q20347,P45985
Q20347,P46734
Q20347,P52564
O01735,Q9UPI3
O01735,Q9Y5Y0
O01737,A3KN83
O01738,Q6ZN54
O01757,Q9H0A0
O01758,O14756
O01758,O75452
O01758,Q8NEX9
O01758,Q92781
O01758,Q9BPW9
Q20012,O14756
Q20012,O75452
Q20012,Q8NEX9
Q20012,Q92781
Q20012,Q9BPW9
Q20840,O14756
Q20840,O75452
Q20840,Q8NEX9
Q20840,Q92781
Q20840,Q9BPW9
O01759,O14986
O01759,O60331
O01759,Q99755
O01763,Q09161
O01776,Q6P3W7
O01789,Q14683
O01789,Q8NDV3
O01795,Q9NRD8
O01795,Q9NRD9
O61213,Q9NRD8
O61213,Q9NRD9
O01802,P18124
O01803,P62491
O01803,Q15907
O01804,P00505
Q17994,P00505
O01805,P07108
O01805,Q8N6N7
O01806,P05455
O01808,Q5T4S7
O01810,Q7Z5S9
Q10000,Q7Z5S9
O01812,A6NFH5
O01812,O15540
O01812,P02689
O01812,P05413
O01812,P15090
O01812,Q01469
O01812,Q0Z7S8
O01814,A6NFH5
O01814,O15540
O01814,P02689
O01814,P05413
O01814,P15090
O01814,Q01469
O01814,Q0Z7S8
O02323,A6NFH5
O02323,O15540
O02323,P02689
O02323,P05413
O02323,P15090
O02323,Q01469
O02323,Q0Z7S8
O02324,A6NFH5
O02324,O15540
O02324,P02689
O02324,P05413
O02324,P15090
O02324,Q01469
O02324,Q0Z7S8
O01815,Q02127
O01824,O00764
O01826,Q9H089
O01835,H3BNC9
O01835,Q9BZB8
O01840,P46059
O01840,Q16348
O01847,Q8IVF5
O01854,P06732
O01854,P12277
O01854,P12532
O01854,P17540
O45011,P06732
O45011,P12277
O45011,P12532
O45011,P17540
O45518,P06732
O45518,P12277
O45518,P12532
O45518,P17540
Q10454,P06732
Q10454,P12277
Q10454,P12532
Q10454,P17540
Q27535,P06732
Q27535,P12277
Q27535,P12532
Q27535,P17540
O01858,Q12768
O01863,Q12767
O01864,O95104
O01864,Q9UPN6
O01868,P83731
O01869,P46783
O01870,Q9GZU3
O01870,Q9NV64
O01878,Q6Y288
O01881,Q3SYC2
O01881,Q96PD6
O01881,Q96PD7
Q23067,Q3SYC2
Q23067,Q96PD6
Q23067,Q96PD7
O01883,O95847
O01884,Q9Y2Z9
O01893,Q9HCG7
Q8WQB2,Q9HCG7
O01901,Q9Y3C0
O01902,Q969J3
O01908,Q9NVQ4
O01911,Q8WVF1
O01916,Q9UJA2
O01918,Q15326
O01918,Q9ULU4
Q20741,Q15326
Q20741,Q9ULU4
O01925,Q6P1A2
O01926,Q9H008
O01927,Q6ZMD2
O01927,Q8IVW8
O01927,Q9H2V7
Q18545,Q6ZMD2
Q18545,Q8IVW8
Q18545,Q9H2V7
O01963,Q9Y4X5
O01964,Q9Y4X5
O01965,Q9Y4X5
Q9NA31,Q9Y4X5
O01966,Q8TEQ8
O01969,Q01415
O01974,O15372
O01991,O00418
O02056,P36578
O02057,Q8WV83
O02058,Q03393
O02086,Q9NP78
O44897,Q9NP78
Q9TZD9,Q9NP78
O02089,Q9UJ68
O02092,O15514
O02096,P40123
O02096,Q01518
O02097,Q96DI7
Q19211,Q96DI7
O02101,Q6STE5
O02101,Q92925
O02101,Q96GM5
Q09646,Q6STE5
Q09646,Q92925
Q09646,Q96GM5
O02108,Q16543
O02115,P12004
O02139,Q9Y272
O02158,Q9BYV1
O02161,O43615
O02164,Q9NUD9
O02173,P0DI81
O02173,P0DI82
O02207,Q15070
O02208,Q9UQN3
O02209,Q9BY42
O02218,Q8TB40
O02218,Q8WTS1
O02219,P27540
O02219,Q9HBZ2
O02220,Q8N983
O02228,Q9GZV3
O02254,Q9BZ67
O02266,P51649
O02274,O60284
O02274,Q01538
O02274,Q9UL68
O02286,P35558
O02286,Q16822
O44906,P35558
O44906,Q16822
O02298,Q02153
P92006,Q02153
Q6DNF3,Q02153
Q6DNF4,Q02153
Q6DNF7,Q02153
O02300,P30518
O02300,P30559
O02300,P37288
O02300,P47901
O02300,Q6W5P4
O62169,P30518
O62169,P30559
O62169,P37288
O62169,P47901
O62169,Q6W5P4
O02322,Q9NZC3
Q23244,Q9NZC3
Q9UAW8,Q9NZC3
O02325,Q6P2P2
O02326,A6NKF2
O02326,Q8IVW6
O02326,Q99856
O02327,Q96GA3
O02328,B5ME19
O02328,Q99613
O02332,Q5BKT4
O02332,Q5I7T1
O02482,Q04724
O02482,Q04725
O02482,Q04726
O02482,Q04727
O02495,L7N2F9
O02495,P23763
O02495,P63027
O02495,Q15836
O02626,Q8WXG6
O02639,P84098
O02640,P40926
G5EE22,P05181
G5EE22,P10635
G5EE22,P11509
G5EE22,P11712
G5EE22,P24903
G5EE22,P51589
G5EE22,Q16696
G5EE22,Q7Z449
O02641,P05181
O02641,P10635
O02641,P11509
O02641,P11712
O02641,P24903
O02641,P51589
O02641,Q16696
O02641,Q7Z449
O16362,P05181
O16362,P10635
O16362,P11509
O16362,P11712
O16362,P24903
O16362,P51589
O16362,Q16696
O16362,Q7Z449
O16482,P05181
O16482,P10635
O16482,P11509
O16482,P11712
O16482,P24903
O16482,P51589
O16482,Q16696
O16482,Q7Z449
O16670,P05181
O16670,P10635
O16670,P11509
O16670,P11712
O16670,P24903
O16670,P51589
O16670,Q16696
O16670,Q7Z449
O16671,P05181
O16671,P10635
O16671,P11509
O16671,P11712
O16671,P24903
O16671,P51589
O16671,Q16696
O16671,Q7Z449
O16672,P05181
O16672,P10635
O16672,P11509
O16672,P11712
O16672,P24903
O16672,P51589
O16672,Q16696
O16672,Q7Z449
O16673,P05181
O16673,P10635
O16673,P11509
O16673,P11712
O16673,P24903
O16673,P51589
O16673,Q16696
O16673,Q7Z449
O44704,P05181
O44704,P10635
O44704,P11509
O44704,P11712
O44704,P24903
O44704,P51589
O44704,Q16696
O44704,Q7Z449
O44706,P05181
O44706,P10635
O44706,P11509
O44706,P11712
O44706,P24903
O44706,P51589
O44706,Q16696
O44706,Q7Z449
O45659,P05181
O45659,P10635
O45659,P11509
O45659,P11712
O45659,P24903
O45659,P51589
O45659,Q16696
O45659,Q7Z449
Q27465,P05181
Q27465,P10635
Q27465,P11509
Q27465,P11712
Q27465,P24903
Q27465,P51589
Q27465,Q16696
Q27465,Q7Z449
Q27470,P05181
Q27470,P10635
Q27470,P11509
Q27470,P11712
Q27470,P24903
Q27470,P51589
Q27470,Q16696
Q27470,Q7Z449
Q27471,P05181
Q27471,P10635
Q27471,P11509
Q27471,P11712
Q27471,P24903
Q27471,P51589
Q27471,Q16696
Q27471,Q7Z449
Q27482,P05181
Q27482,P10635
Q27482,P11509
Q27482,P11712
Q27482,P24903
Q27482,P51589
Q27482,Q16696
Q27482,Q7Z449
Q27499,P05181
Q27499,P10635
Q27499,P11509
Q27499,P11712
Q27499,P24903
Q27499,P51589
Q27499,Q16696
Q27499,Q7Z449
Q965T7,P05181
Q965T7,P10635
Q965T7,P11509
Q965T7,P11712
Q965T7,P24903
Q965T7,P51589
Q965T7,Q16696
Q965T7,Q7Z449
O02642,P53597
P53596,P53597
O02655,P17707
O16000,P61266
O16000,Q16623
O16206,Q96F85
O16213,Q10586
O16213,Q10587
O16213,Q16534
Q94126,Q10586
Q94126,Q10587
Q94126,Q16534
O16216,Q69YN2
O16228,Q99497
P90994,Q99497
O16241,Q6J4K2
O16242,Q6J4K2
P34315,Q6J4K2
P34322,Q6J4K2
Q965R5,Q6J4K2
O16254,H0YNI0
O16254,Q9BUV8
O16259,P31948
O16264,P30086
O16276,F8WCE9
O16276,O60656
O16276,O75310
O16276,O75795
O16276,P06133
O16276,P16662
O16276,P19224
O16276,P22309
O16276,P22310
O16276,P35503
O16276,P35504
O16276,P36537
O16276,P54855
O16276,Q16880
O16276,Q3SY77
O16276,Q6NUS8
O16276,Q6UWM9
O16276,Q9BY64
O16276,Q9HAW7
O16276,Q9HAW8
O16276,Q9HAW9
O16276,Q9Y4X1
O16277,P07305
P10771,P07305
P15796,P07305
Q18336,P07305
Q19743,P07305
O16288,P07858
O16289,P07858
P43508,P07858
P43509,P07858
O16293,Q6UN15
O16294,P36959
O16294,Q9P2T1
O16297,P33993
O16299,Q5HY92
O16299,Q6PIW4
O16302,Q9ULI1
O16303,O60884
O16303,P31689
O16303,Q8WW22
O16305,P62158
O16309,O95302
O16309,Q96AY3
Q23338,O95302
Q23338,Q96AY3
Q95Q60,O95302
Q95Q60,Q96AY3
O16311,Q13601
O16312,H3BM72
O16313,Q96Q07
O16314,Q99766
O16343,O43745
O16343,Q99653
Q23643,O43745
Q23643,Q99653
O16366,Q8IW35
O16368,P62191
O16369,P56377
O16369,P61966
O16448,Q9BRV3
O45102,Q9BRV3
Q17757,Q9BRV3
Q9XX26,Q9BRV3
O16453,P02792
O16453,P02794
O16453,Q8N4E7
O16453,Q9BXU8
Q9TYS3,P02792
Q9TYS3,P02794
Q9TYS3,Q8N4E7
Q9TYS3,Q9BXU8
O16454,Q9UBX1
O16458,Q9NZZ3
O16466,Q5MNZ9
O16466,Q9Y4P8
O16481,Q4G176
Q20264,Q4G176
G5EE22,P05181
G5EE22,P10635
G5EE22,P11509
G5EE22,P11712
G5EE22,P24903
G5EE22,P51589
G5EE22,Q16696
G5EE22,Q7Z449
O16362,P05181
O16362,P10635
O16362,P11509
O16362,P11712
O16362,P24903
O16362,P51589
O16362,Q16696
O16362,Q7Z449
O16482,P05181
O16482,P10635
O16482,P11509
O16482,P11712
O16482,P24903
O16482,P51589
O16482,Q16696
O16482,Q7Z449
O16670,P05181
O16670,P10635
O16670,P11509
O16670,P11712
O16670,P24903
O16670,P51589
O16670,Q16696
O16670,Q7Z449
O16671,P05181
O16671,P10635
O16671,P11509
O16671,P11712
O16671,P24903
O16671,P51589
O16671,Q16696
O16671,Q7Z449
O16672,P05181
O16672,P10635
O16672,P11509
O16672,P11712
O16672,P24903
O16672,P51589
O16672,Q16696
O16672,Q7Z449
O16673,P05181
O16673,P10635
O16673,P11509
O16673,P11712
O16673,P24903
O16673,P51589
O16673,Q16696
O16673,Q7Z449
O44704,P05181
O44704,P10635
O44704,P11509
O44704,P11712
O44704,P24903
O44704,P51589
O44704,Q16696
O44704,Q7Z449
O44706,P05181
O44706,P10635
O44706,P11509
O44706,P11712
O44706,P24903
O44706,P51589
O44706,Q16696
O44706,Q7Z449
O45659,P05181
O45659,P10635
O45659,P11509
O45659,P11712
O45659,P24903
O45659,P51589
O45659,Q16696
O45659,Q7Z449
Q965T7,P05181
Q965T7,P10635
Q965T7,P11509
Q965T7,P11712
Q965T7,P24903
Q965T7,P51589
Q965T7,Q16696
Q965T7,Q7Z449
O16486,Q147X3
O16515,O60287
O16520,P62495
O16521,P00387
O16521,Q9UHQ9
O16522,P00387
O16522,Q9UHQ9
O16524,Q6ZRR7
O16526,Q6UWP7
Q20800,Q6UWP7
Q23087,Q6UWP7
O16582,Q9Y5N5
O16614,Q8IWR1
O16616,P19474
O16619,Q13268
O16619,Q6PKH6
O16619,Q9BTZ2
O16637,O14617
O16658,Q9Y2D2
O16686,Q8IZ73
O16701,O95925
O16701,Q8IUA0
O16723,O75072
O16725,Q9Y305
Q94245,Q9Y305
O16764,Q96LJ7
Q23612,Q96LJ7
Q9N538,Q96LJ7
O16785,Q9HBI1
O16785,Q9NVD7
O16786,O60828
O44415,O60828
O16796,O60344
O16796,P08473
O16796,P42892
O16796,Q495T6
Q18673,O60344
Q18673,P08473
Q18673,P42892
Q18673,Q495T6
O16850,A6NCE0
O16850,O43524
O16850,P98177
O16850,Q12778
O16924,P08243
O16927,P37108
O16929,Q92797
O16991,Q00403
O16997,Q13435
O16999,O75312
O17001,Q8TBC3
O17001,Q9Y597
O17003,Q5VZE5
O17004,Q9Y399
O17005,Q9BYD3
O17040,B0YJ81
O17040,Q6Y1H2
O17066,O95149
O17069,O43246
O17167,O43246
O44798,O43246
O17069,P30825
O17069,P52569
O17069,Q8WY07
O17167,P30825
O17167,P52569
O17167,Q8WY07
O44798,P30825
O44798,P52569
O44798,Q8WY07
O17071,P62333
O17072,Q13952
O17087,Q6PIY7
O17099,O95292
O17099,Q9P0L0
O44782,O95292
O44782,Q9P0L0
O17157,Q9NY93
O17185,O14649
O17185,Q9NPC2
O17186,O43463
O17186,Q96KQ7
O17186,Q9H5I1
O17186,Q9H9B1
O17212,O43435
O17213,Q9GZN7
O17214,P07954
O17218,P62244
O17237,Q14D04
O17239,Q9GZQ4
O17239,Q9HB89
O17244,Q9Y5L0
O17245,P51948
O17286,P25208
O17323,P56524
O17323,Q8WUI4
O17323,Q9UKV0
O17323,Q9UQL6
O17328,O15374
O17328,O15403
O17328,Q6ZSM3
O17328,Q7RTX9
O17328,Q7RTY1
Q22109,O15374
Q22109,O15403
Q22109,Q6ZSM3
Q22109,Q7RTX9
Q22109,Q7RTY1
Q93896,O15374
Q93896,O15403
Q93896,Q6ZSM3
Q93896,Q7RTX9
Q93896,Q7RTY1
Q966D6,O15374
Q966D6,O15403
Q966D6,Q6ZSM3
Q966D6,Q7RTX9
Q966D6,Q7RTY1
O17352,Q14697
O17352,Q8TET4
Q20239,Q14697
Q20239,Q8TET4
O17386,Q5GH72
O17386,Q5GH73
O17386,Q5GH76
O17386,Q9H6D3
O17388,Q99805
O17395,Q01650
O17395,Q92536
O17395,Q9UHI5
O17395,Q9UM01
Q19834,Q01650
Q19834,Q92536
Q19834,Q9UHI5
Q19834,Q9UM01
O17397,Q15392
O17398,Q86YS7
O17403,Q9P2I0
O17404,Q08357
O17404,Q8WUM9
P91840,Q08357
P91840,Q8WUM9
Q17454,Q08357
Q17454,Q8WUM9
Q17455,Q08357
Q17455,Q8WUM9
Q18697,Q08357
Q18697,Q8WUM9
O17405,Q8IV08
O17405,Q96BZ4
O17407,Q9BV87
O17514,Q15910
O17514,Q92800
O17528,Q15363
O17554,Q6ZNB7
O17560,Q10469
O17566,O94804
O17566,Q9H2G2
O17570,P63173
O17580,Q9Y3T9
O17581,Q9Y6X3
O17586,P60900
O17587,Q9P1U0
O17590,P32019
O17590,Q01968
O17591,Q96A49
O17594,Q9GZU8
O17599,P10114
O17599,P61225
O17599,Q9Y3L5
O17606,Q9HB07
O17607,Q9Y265
O17612,P40939
Q9GYT0,P40939
O17622,P30085
Q20230,P30085
O17624,P08684
O17624,P20815
O17624,P24462
O17624,P24557
O17624,Q9HB55
O17806,P08684
O17806,P20815
O17806,P24462
O17806,P24557
O17806,Q9HB55
O17807,P08684
O17807,P20815
O17807,P24462
O17807,P24557
O17807,Q9HB55
Q09653,P08684
Q09653,P20815
Q09653,P24462
Q09653,P24557
Q09653,Q9HB55
Q27513,P08684
Q27513,P20815
Q27513,P24462
Q27513,P24557
Q27513,Q9HB55
Q27514,P08684
Q27514,P20815
Q27514,P24462
Q27514,P24557
Q27514,Q9HB55
Q27515,P08684
Q27515,P20815
Q27515,P24462
Q27515,P24557
Q27515,Q9HB55
Q27516,P08684
Q27516,P20815
Q27516,P24462
Q27516,P24557
Q27516,Q9HB55
Q27517,P08684
Q27517,P20815
Q27517,P24462
Q27517,P24557
Q27517,Q9HB55
Q27518,P08684
Q27518,P20815
Q27518,P24462
Q27518,P24557
Q27518,Q9HB55
Q27519,P08684
Q27519,P20815
Q27519,P24462
Q27519,P24557
Q27519,Q9HB55
Q27520,P08684
Q27520,P20815
Q27520,P24462
Q27520,P24557
Q27520,Q9HB55
Q9XUT8,P08684
Q9XUT8,P20815
Q9XUT8,P24462
Q9XUT8,P24557
Q9XUT8,Q9HB55
O17626,O43175
O17636,O95571
O17638,A0AVI4
O17643,P48735
O17645,Q7LGA3
O17666,Q8IZT6
O17670,O00167
O17670,O95677
O17670,Q99502
O17670,Q99504
O17695,Q13547
O17695,Q92769
O17731,P21673
O17731,Q86VE3
O17731,Q96F10
O17732,P11498
O17735,Q86TW2
O17736,Q15386
O17754,P15169
O17754,P16870
O17754,Q66K79
O17754,Q8N436
O17754,Q96SM3
O17759,P29401
O17759,P51854
O17759,Q9H0I9
O17772,P46940
O17772,Q13576
O17772,Q86VI3
O17798,P09958
O17798,P29120
O17798,P29122
O17798,Q6UW60
O17798,Q92824
O17839,Q6P161
O17850,P54252
O17850,Q9H3M9
O17861,P13284
O76576,P13284
O17863,Q96NB2
O17863,Q9BWM7
O17863,Q9H9B4
Q09201,Q96NB2
Q09201,Q9BWM7
Q09201,Q9H9B4
Q18666,Q96NB2
Q18666,Q9BWM7
Q18666,Q9H9B4
O17869,O75909
O17892,P47989
O17892,Q06278
O17895,Q9NRK6
O45278,Q9NRK6
O17901,P61923
O17901,Q9P299
O17905,O94887
O17905,Q6ZUT3
O17905,Q9Y4F1
O17907,B5MCN3
O17907,H7C417
O17907,O76054
O17907,Q9UDX3
O17907,Q9UDX4
O17909,O14646
O17909,O14647
O17913,O60882
O17913,P03956
O17913,P08254
O17913,P09238
O17913,P22894
O17913,P24347
O17913,P45452
O17913,P50281
O17913,P51511
O17913,P51512
O17913,Q99542
O17913,Q9H239
O17913,Q9H306
O17913,Q9NPA2
O17913,Q9ULZ9
O17913,Q9Y5R2
O17915,P62826
O17917,O15541
O17917,Q8IZP6
O17919,O60832
O17939,O75083
Q11176,O75083
O17953,P09622
O17955,P07333
O17955,P09619
O17955,P10721
O17955,P16234
O17955,P17948
O17955,P35916
O17955,P35968
O17955,P36888
O18174,P07333
O18174,P09619
O18174,P10721
O18174,P16234
O18174,P17948
O18174,P35916
O18174,P35968
O18174,P36888
P34891,P07333
P34891,P09619
P34891,P10721
P34891,P16234
P34891,P17948
P34891,P35916
P34891,P35968
P34891,P36888
P34892,P07333
P34892,P09619
P34892,P10721
P34892,P16234
P34892,P17948
P34892,P35916
P34892,P35968
P34892,P36888
Q17833,P07333
Q17833,P09619
Q17833,P10721
Q17833,P16234
Q17833,P17948
Q17833,P35916
Q17833,P35968
Q17833,P36888
Q21038,P07333
Q21038,P09619
Q21038,P10721
Q21038,P16234
Q21038,P17948
Q21038,P35916
Q21038,P35968
Q21038,P36888
Q21041,P07333
Q21041,P09619
Q21041,P10721
Q21041,P16234
Q21041,P17948
Q21041,P35916
Q21041,P35968
Q21041,P36888
Q21867,P07333
Q21867,P09619
Q21867,P10721
Q21867,P16234
Q21867,P17948
Q21867,P35916
Q21867,P35968
Q21867,P36888
Q23677,P07333
Q23677,P09619
Q23677,P10721
Q23677,P16234
Q23677,P17948
Q23677,P35916
Q23677,P35968
Q23677,P36888
Q8T8M7,P07333
Q8T8M7,P09619
Q8T8M7,P10721
Q8T8M7,P16234
Q8T8M7,P17948
Q8T8M7,P35916
Q8T8M7,P35968
Q8T8M7,P36888
Q95ZK1,P07333
Q95ZK1,P09619
Q95ZK1,P10721
Q95ZK1,P16234
Q95ZK1,P17948
Q95ZK1,P35916
Q95ZK1,P35968
Q95ZK1,P36888
Q9N4T2,P07333
Q9N4T2,P09619
Q9N4T2,P10721
Q9N4T2,P16234
Q9N4T2,P17948
Q9N4T2,P35916
Q9N4T2,P35968
Q9N4T2,P36888
O17966,P11387
O17966,Q969P6
O17972,O15259
O17981,Q8NCT1
O17981,Q8TBH0
O17981,Q96B67
O17982,Q8NCT1
O17982,Q8TBH0
O17982,Q96B67
O76685,Q8NCT1
O76685,Q8TBH0
O76685,Q96B67
P91469,Q8NCT1
P91469,Q8TBH0
P91469,Q96B67
Q20577,Q8NCT1
Q20577,Q8TBH0
Q20577,Q96B67
Q9GYT4,Q8NCT1
Q9GYT4,Q8TBH0
Q9GYT4,Q96B67
Q9GYT5,Q8NCT1
Q9GYT5,Q8TBH0
Q9GYT5,Q96B67
Q9XTU0,Q8NCT1
Q9XTU0,Q8TBH0
Q9XTU0,Q96B67
Q9XXI0,Q8NCT1
Q9XXI0,Q8TBH0
Q9XXI0,Q96B67
Q9XXI4,Q8NCT1
Q9XXI4,Q8TBH0
Q9XXI4,Q96B67
O18003,Q8IVN8
O18005,Q6L8Q7
O18017,P54132
O18054,P61758
O18093,Q5TH69
O18131,Q9H446
O18143,P48651
Q09643,P48651
O18152,Q9ULJ7
O18155,Q9Y365
O18158,O15294
Q2L6Y4,O15294
O18167,Q96HW7
O18178,Q15172
O18178,Q15173
O18178,Q16537
O18180,P52815
O18181,Q8IYB5
O18181,Q8WU79
O18182,O60312
O18182,O94823
O18182,Q9P241
O18183,Q8NI37
O18188,Q7L5Y9
O18191,Q9H1A4
O18196,Q8NC60
O18207,Q8TC07
O18207,Q9HA65
O18209,Q99640
Q20085,Q99640
O18211,Q9H9S4
O18211,Q9Y376
Q21643,Q9H9S4
Q21643,Q9Y376
O18212,Q9GZM5
O18215,Q12788
O18216,Q9NRX1
O18229,O95336
O18230,Q96AJ9
O18235,Q9NZJ6
O18239,P61619
O18239,Q9H9S3
O18240,P62269
O18246,Q9NRD5
O18276,P18505
O18276,P28472
O18276,P47870
O18282,Q14331
O18282,Q9BZ01
O18302,Q9HD26
O18307,Q8N4P3
O18650,P39019
O18693,Q96CM8
Q9UAV8,Q96CM8
O18694,Q9Y4Y9
O44128,Q16829
O44148,P21452
O44148,P25103
O44148,P29371
Q03566,P21452
Q03566,P25103
Q03566,P29371
O44156,P25786
O44158,A5D8V6
O44158,Q86XT2
O44158,Q9H9H4
O44159,Q96GC5
O44164,O95259
O44164,Q8NCM2
O44166,Q969S0
O44168,Q92966
Q22092,Q92966
Q965U6,Q92966
O44175,P35250
O44406,Q8IV48
O44410,O43159
O44411,Q9BZE4
O44413,Q5JPH6
O44438,Q96G74
O44439,P62699
O44441,Q9UII2
O44451,P11177
O44476,Q9BQ52
O44477,O60830
O44477,Q99595
O44480,Q02543
O44485,P08684
O44485,P20815
O44485,P24462
O44485,P24557
O44485,Q9HB55
Q1HB05,P08684
Q1HB05,P20815
Q1HB05,P24462
Q1HB05,P24557
Q1HB05,Q9HB55
Q21262,P08684
Q21262,P20815
Q21262,P24462
Q21262,P24557
Q21262,Q9HB55
Q27476,P08684
Q27476,P20815
Q27476,P24462
Q27476,P24557
Q27476,Q9HB55
Q27477,P08684
Q27477,P20815
Q27477,P24462
Q27477,P24557
Q27477,Q9HB55
Q27479,P08684
Q27479,P20815
Q27479,P24462
Q27479,P24557
Q27479,Q9HB55
O44490,O15083
O44490,Q8IUD2
O44499,P32780
O44500,Q9NVM9
O44501,H0YE66
O44501,P49354
O44502,Q96MW5
O44503,Q9UDR5
O44510,O95396
O44511,P08247
O44512,P47985
O44517,Q5VT66
O44517,Q969Z3
O45394,Q5VT66
O45394,Q969Z3
P91321,Q5VT66
P91321,Q969Z3
O44518,Q7L576
O44518,Q96F07
O44552,P30304
O44552,P30305
O44552,P30307
O44628,P30304
O44628,P30305
O44628,P30307
P30634,P30304
P30634,P30305
P30634,P30307
O44555,P30838
O44555,P51648
Q86S57,P30838
Q86S57,P51648
O44565,P07942
O44565,P55268
O44566,Q9Y3C4
O44568,O75570
O44568,Q9UGC7
O44607,Q9NP59
Q8IA95,Q9NP59
O44609,Q9BWS9
Q18607,Q9BWS9
O44625,P52655
O44625,Q9UNN4
O44712,A9YTQ3
O44712,P35869
O44729,O60508
O44731,P30968
O44731,Q96P88
O44732,Q9C0D9
O44734,Q9ULW3
O44735,Q8N0X7
O44737,P28715
O44738,Q9Y3B3
O44738,Q9Y3Q3
O44743,Q68CJ9
O44743,Q8TEY5
O44743,Q96BA8
O44747,P11801
O44747,Q96QS6
O44750,O43895
O44750,Q9NQW7
Q9GUI6,O43895
Q9GUI6,Q9NQW7
O44757,Q9NR48
O44760,Q71RC2
O44760,Q92615
O44770,O60303
O44771,P0C7T5
O44771,P54253
O44772,Q5HYJ3
O44772,Q8TAV0
O44781,P38919
Q9BL61,P38919
O44787,Q53GS9
O44788,P37802
O44788,P51911
O44788,Q01995
O44788,Q15417
O44788,Q9UI15
O44846,Q9BXP2
O44856,Q8NA23
O44857,O60344
O44857,P08473
O44857,P42892
O44857,Q495T6
O44873,H7C1Q1
O44873,Q4KMP7
O44873,Q8IV04
O44873,Q9BXI6
O44951,Q99614
O44952,P36776
O44953,Q9Y6A9
O44954,P31040
Q09508,P31040
O44955,Q9P0J0
O44959,Q9BRS2
Q7Z154,Q9BRS2
O44960,P19793
O44960,P41235
O44960,P48443
O44960,Q14541
O44975,P55789
O44985,Q15393
O44991,C9J3F9
O44991,Q9NQ55
O44992,Q9BVC3
O44995,P12955
O44997,P53355
O45012,Q9Y2X3
O45016,O43511
O45016,P40879
O45016,P50443
O45016,P58743
O45016,Q9BXS9
O45019,Q15911
O45019,Q86UP3
O45019,Q9C0A1
O45069,Q5T6V5
O45074,Q8IWF6
O45074,Q8NEG7
O45080,O60422
O45080,O95948
O45080,Q9UBC0
O45086,Q8IYS2
O45087,O14576
O45087,Q13409
O45089,O00519
Q17449,O00519
O45100,Q5SQI0
O45103,O43623
O45103,O95863
O45103,Q3KNW1
O45106,Q13825
O45106,Q86YB7
O45110,Q5T653
O45145,Q5QJU3
O45145,Q8TDN7
O45148,P36957
O45182,Q8IVJ1
O45182,Q96GZ6
O45182,Q96JW4
O45189,Q9BX46
O45189,Q9H0Z9
O45218,O00116
O45226,P47914
O45228,O43272
O45241,M0R242
O45241,Q9UI30
O45244,O60231
O45268,Q6ZS17
O45268,Q96MK2
O45268,Q9Y4F9
O45271,O14656
O45271,O14657
O45271,Q5JU69
O45271,Q9H497
Q95NU5,O14656
Q95NU5,O14657
Q95NU5,Q5JU69
Q95NU5,Q9H497
Q9XXG5,O14656
Q9XXG5,O14657
Q9XXG5,Q5JU69
Q9XXG5,Q9H497
O45298,Q07837
Q9XVU3,Q07837
O45303,Q9Y234
O45319,Q9Y5L4
O45323,Q8TCJ0
O45323,Q969P5
O45379,P36405
O45391,P32929
P55216,P32929
O45398,Q9P2R3
O45405,O15247
Q8WQA4,O15247
O45417,Q9H993
O45418,Q02790
O45418,Q13451
O45420,A6NEE1
O45430,Q96RQ3
